,OysterID,SampleEventID,ShellHeight,ShellLength,ShellWidth,TotalWeight,TarePanWeight,TissueWetWeight,ShellWetWeight,TissueDryWeight,ShellDryWeight,OldSampleNumber,Comments
12154,LXNC1306-07,LXCOLL_20130605_1_0243_1,14.8,NA,NA,1.07,1.11,1.14,NA,1.11,0.96,LX-N-S7,"PPC Condition Index Data, fields recorded are erratic; "
12155,LXNC1306-08,LXCOLL_20130605_1_0243_1,19.9,NA,NA,2.6,1.09,1.43,NA,1.14,2.02,LX-N-S8,"PPC Condition Index Data, fields recorded are erratic; "
12156,LXNC1306-09,LXCOLL_20130605_1_0243_1,12,NA,NA,2.84,1.1,1.15,NA,1.11,2.52,LX-N-S9,"PPC Condition Index Data, fields recorded are erratic; "
12157,LXNC1306-10,LXCOLL_20130605_1_0243_1,15.6,NA,NA,1.92,1.1,1.35,NA,1.14,1.41,LX-N-S10,"PPC Condition Index Data, fields recorded are erratic; "
12158,LXNC1306-11,LXCOLL_20130605_1_0243_1,37,NA,NA,11.41,1.11,2.83,NA,1.29,7.09,LX-N-M1,"PPC Condition Index Data, fields recorded are erratic; "
12159,LXNC1306-12,LXCOLL_20130605_1_0243_1,34,NA,NA,8.18,1.1,2.35,NA,1.28,5.88,LX-N-M2,"PPC Condition Index Data, fields recorded are erratic; "
12160,LXNC1306-13,LXCOLL_20130605_1_0243_1,33.2,NA,NA,9.24,1.1,2.56,NA,1.27,6.55,LX-N-M3,"PPC Condition Index Data, fields recorded are erratic; "
12161,LXNC1306-14,LXCOLL_20130605_1_0243_1,37.4,NA,NA,23.8,1.06,5.3,NA,1.59,16.79,LX-N-M4,"PPC Condition Index Data, fields recorded are erratic; Algae: Present Top  Present Bottom "
12162,LXNC1306-15,LXCOLL_20130605_1_0243_1,36.4,NA,NA,14.11,1.09,3.47,NA,1.24,10.02,LX-N-M5,"PPC Condition Index Data, fields recorded are erratic; "
12163,LXNC1306-16,LXCOLL_20130605_1_0243_1,37.7,NA,NA,12.13,1.07,3.02,NA,1.21,8.2,LX-N-M6,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 2 Bottom ; Algae: Present Top  Present Bottom "
12164,LXNC1306-17,LXCOLL_20130605_1_0243_1,36.8,NA,NA,10.98,1.1,2.5,NA,1.23,7.28,LX-N-M7,"PPC Condition Index Data, fields recorded are erratic; "
12165,LXNC1306-18,LXCOLL_20130605_1_0243_1,29.4,NA,NA,11.97,1.1,1.81,NA,1.19,10.57,LX-N-M8,"PPC Condition Index Data, fields recorded are erratic; "
12166,LXNC1306-19,LXCOLL_20130605_1_0243_1,34.6,NA,NA,10.8,1.07,2.58,NA,1.17,7.43,LX-N-M9,"PPC Condition Index Data, fields recorded are erratic; "
12167,LXNC1306-20,LXCOLL_20130605_1_0243_1,37.4,NA,NA,14.73,1.12,3.22,NA,1.34,11.17,LX-N-M10,"PPC Condition Index Data, fields recorded are erratic; "
12168,LXNC1306-21,LXCOLL_20130605_1_0243_1,68.1,NA,NA,50.02,1.1,7.21,NA,1.54,34.9,LX-N-L1,"PPC Condition Index Data, fields recorded are erratic; "
12169,LXNC1306-22,LXCOLL_20130605_1_0243_1,55.9,NA,NA,48.75,1.09,8.07,NA,1.63,35.27,LX-N-L2,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Bottom "
12170,LXNC1306-23,LXCOLL_20130605_1_0243_1,76.4,NA,NA,60.48,1.1,14.99,NA,1.83,38.16,LX-N-L3,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 1 Bottom ; Barnacles:1 Top ; Algae: Present Top  Present Bottom "
12171,LXNC1306-24,LXCOLL_20130605_1_0243_1,53.3,NA,NA,36.75,1.07,7.92,NA,1.5,24.75,LX-N-L4,"PPC Condition Index Data, fields recorded are erratic; Algae: Present Top  Present Bottom "
12172,LXNC1306-25,LXCOLL_20130605_1_0243_1,50.9,NA,NA,46.32,1.1,8.49,NA,1.71,31.02,LX-N-L5,"PPC Condition Index Data, fields recorded are erratic; "
12173,LXNC1306-26,LXCOLL_20130605_1_0243_1,62.9,NA,NA,43.56,1.07,7.71,NA,1.72,30.88,LX-N-L6,"PPC Condition Index Data, fields recorded are erratic; Algae: Present Top  Present Bottom "
12174,LXNC1306-27,LXCOLL_20130605_1_0243_1,70.2,NA,NA,57.15,1.1,10.6,NA,1.66,40.38,LX-N-L7,"PPC Condition Index Data, fields recorded are erratic; "
12175,LXNC1306-28,LXCOLL_20130605_1_0243_1,56.2,NA,NA,31.37,1.12,6.81,NA,1.57,21.35,LX-N-L8,"PPC Condition Index Data, fields recorded are erratic; "
12176,LXNC1306-29,LXCOLL_20130605_1_0243_1,66.1,NA,NA,36.24,1.09,6.72,NA,1.41,24.57,LX-N-L9,"PPC Condition Index Data, fields recorded are erratic; "
12177,LXNC1306-30,LXCOLL_20130605_1_0243_1,56.2,NA,NA,30.22,1.09,6.28,NA,1.5,21.78,LX-N-L10,"PPC Condition Index Data, fields recorded are erratic; Algae: Present Bottom "
12178,LXNC1307-01,LXCOLL_20130701_1_0243_1,17.2,NA,NA,1.75,1.01,1.25,NA,1.04,1.26,LX-N-S1,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top "
12179,LXNC1307-02,LXCOLL_20130701_1_0243_1,19.8,NA,NA,4.26,0.97,1.56,NA,1.04,3.12,LX-N-S2,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top "
12180,LXNC1307-03,LXCOLL_20130701_1_0243_1,10.7,NA,NA,0.48,1.01,1.03,NA,1.03,0.42,LX-N-S3,"PPC Condition Index Data, fields recorded are erratic; "
12181,LXNC1307-04,LXCOLL_20130701_1_0243_1,16.2,NA,NA,1.23,1.03,1.21,NA,1.05,0.89,LX-N-S4,"PPC Condition Index Data, fields recorded are erratic; "
12182,LXNC1307-05,LXCOLL_20130701_1_0243_1,19.9,NA,NA,1.39,1.02,1.21,NA,1.03,1.04,LX-N-S5,"PPC Condition Index Data, fields recorded are erratic; "
12183,LXNC1307-06,LXCOLL_20130701_1_0243_1,16.8,NA,NA,1.84,1.01,1.44,NA,1.08,1.14,LX-N-S6,"PPC Condition Index Data, fields recorded are erratic; "
12184,LXNC1307-07,LXCOLL_20130701_1_0243_1,19.8,NA,NA,1.19,1.03,1.26,NA,1.06,0.82,LX-N-S7,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 2 Bottom "
12185,LXNC1307-08,LXCOLL_20130701_1_0243_1,17.3,NA,NA,1.12,1,1.14,NA,1.03,0.83,LX-N-S8,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top "
12186,LXNC1307-09,LXCOLL_20130701_1_0243_1,19.8,NA,NA,1.28,0.99,1.16,NA,1.01,0.98,LX-N-S9,"PPC Condition Index Data, fields recorded are erratic; "
12187,LXNC1307-10,LXCOLL_20130701_1_0243_1,9.9,NA,NA,0.56,0.97,0.99,NA,0.97,0.48,LX-N-S10,"PPC Condition Index Data, fields recorded are erratic; "
12188,LXNC1307-11,LXCOLL_20130701_1_0243_1,27.2,NA,NA,6.81,0.99,1.71,NA,1.07,5.41,LX-N-M1,"PPC Condition Index Data, fields recorded are erratic; "
12189,LXNC1307-12,LXCOLL_20130701_1_0243_1,31.2,NA,NA,5.63,1.03,2.28,NA,1.18,3.68,LX-N-M2,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top "
12190,LXNC1307-13,LXCOLL_20130701_1_0243_1,39.4,NA,NA,15.52,1,3.61,NA,1.33,10.85,LX-N-M3,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 1 Bottom "
12191,LXNC1307-14,LXCOLL_20130701_1_0243_1,36.1,NA,NA,8.91,1,2.65,NA,1.19,6.34,LX-N-M4,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top "
12192,LXNC1307-15,LXCOLL_20130701_1_0243_1,39.1,NA,NA,25.25,1.01,5.73,NA,1.39,18.5,LX-N-M5,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 1 Bottom ; Barnacles:1 Top "
12193,LXNC1307-16,LXCOLL_20130701_1_0243_1,38.4,NA,NA,13.03,1.02,3.24,NA,1.23,9.6,LX-N-M6,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom "
12194,LXNC1307-17,LXCOLL_20130701_1_0243_1,38.5,NA,NA,12.18,0.98,3.05,NA,1.22,8.6,LX-N-M7,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 1 Bottom "
12195,LXNC1307-18,LXCOLL_20130701_1_0243_1,34.2,NA,NA,9.48,1,3.03,NA,1.14,6.3,LX-N-M8,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:2 Top 2 Bottom ; Barnacles:1 Top "
12196,LXNC1307-19,LXCOLL_20130701_1_0243_1,39.2,NA,NA,16.36,1.01,3.74,NA,1.28,11.5,LX-N-M9,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 1 Bottom "
12197,LXNC1307-20,LXCOLL_20130701_1_0243_1,39.3,NA,NA,21.38,1.01,4.75,NA,1.36,14.77,LX-N-M10,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 1 Bottom "
12198,LXNC1307-21,LXCOLL_20130701_1_0243_1,56.6,NA,NA,30.11,1.02,7.4,NA,1.36,20.57,LX-N-L1,"PPC Condition Index Data, fields recorded are erratic; "
12199,LXNC1307-22,LXCOLL_20130701_1_0243_1,61.5,NA,NA,48.59,1.02,8.3,NA,1.58,37.82,LX-N-L2,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top "
12200,LXNC1307-23,LXCOLL_20130701_1_0243_1,52.2,NA,NA,28.17,1.02,6.82,NA,1.39,20.24,LX-N-L3,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 1 Bottom "
12201,LXNC1307-24,LXCOLL_20130701_1_0243_1,45.4,NA,NA,27.57,1.01,9.01,NA,1.55,17.16,LX-N-L4,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:2 Top 2 Bottom ; Barnacles:1 Top "
12202,LXNC1307-25,LXCOLL_20130701_1_0243_1,59.1,NA,NA,53.29,1.01,11.89,NA,1.73,37.83,LX-N-L5,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom "
12203,LXNC1307-26,LXCOLL_20130701_1_0243_1,52.8,NA,NA,37.29,1.01,6.64,NA,1.44,28.34,LX-N-L6,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:2 Top 1 Bottom "
12204,LXNC1307-27,LXCOLL_20130701_1_0243_1,49.6,NA,NA,20.66,1.02,5.03,NA,1.34,14.31,LX-N-L7,"PPC Condition Index Data, fields recorded are erratic; "
12205,LXNC1307-28,LXCOLL_20130701_1_0243_1,46.6,NA,NA,15.3,1.04,4.23,NA,1.36,9.56,LX-N-L8,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 1 Bottom ; Barnacles:1 Top "
12206,LXNC1307-29,LXCOLL_20130701_1_0243_1,64.2,NA,NA,35.82,1.01,8.14,NA,1.55,23.73,LX-N-L9,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:2 Top ; Barnacles:1 Top "
12207,LXNC1307-30,LXCOLL_20130701_1_0243_1,47,NA,NA,16.88,1.03,4.8,NA,1.41,11.76,LX-N-L10,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom "
12208,LXNC1308-01,LXCOLL_20130806_1_0243_1,18.2,NA,NA,1.31,1,1.19,NA,1.03,0.83,LX-N-S1,"PPC Condition Index Data, fields recorded are erratic; "
12209,LXNC1308-02,LXCOLL_20130806_1_0243_1,18,NA,NA,1.6,1,1.19,NA,1.02,1.17,LX-N-S2,"PPC Condition Index Data, fields recorded are erratic; "
12210,LXNC1308-03,LXCOLL_20130806_1_0243_1,16.3,NA,NA,0.52,0.99,1.02,NA,0.99,0.46,LX-N-S3,"PPC Condition Index Data, fields recorded are erratic; "
12211,LXNC1308-04,LXCOLL_20130806_1_0243_1,19.8,NA,NA,3.46,1,1.4,NA,1.05,2.53,LX-N-S4,"PPC Condition Index Data, fields recorded are erratic; "
12212,LXNC1308-05,LXCOLL_20130806_1_0243_1,14,NA,NA,0.46,1,1.06,NA,1.02,0.32,LX-N-S5,"PPC Condition Index Data, fields recorded are erratic; "
12213,LXNC1308-06,LXCOLL_20130806_1_0243_1,20,NA,NA,2.62,1,1.47,NA,1.06,1.74,LX-N-S6,"PPC Condition Index Data, fields recorded are erratic; "
12214,LXNC1308-07,LXCOLL_20130806_1_0243_1,38,NA,NA,10.23,0.99,3.04,NA,1.18,7.26,LX-N-M1,"PPC Condition Index Data, fields recorded are erratic; "
12215,LXNC1308-08,LXCOLL_20130806_1_0243_1,37.1,NA,NA,15.16,0.99,3.74,NA,1.26,11.27,LX-N-M2,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:2 Top 1 Bottom "
12216,LXNC1308-09,LXCOLL_20130806_1_0243_1,31.2,NA,NA,6,0.99,1.98,NA,1.09,4.48,LX-N-M3,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top "
12217,LXNC1308-10,LXCOLL_20130806_1_0243_1,39.8,NA,NA,10.73,1.02,2.69,NA,1.17,7.55,LX-N-M4,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom ; Algae: Present Top  Present Bottom "
12218,LXNC1308-11,LXCOLL_20130806_1_0243_1,34.4,NA,NA,6.73,1,1.84,NA,1.07,5.01,LX-N-M5,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom "
12219,LXNC1308-12,LXCOLL_20130806_1_0243_1,36.6,NA,NA,15.07,1,3.38,NA,1.23,10.9,LX-N-M6,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:2 Top "
12220,LXNC1308-13,LXCOLL_20130806_1_0243_1,33.6,NA,NA,12.07,0.99,2.98,NA,1.19,8.85,LX-N-M7,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:2 Top 1 Bottom "
12221,LXNC1308-14,LXCOLL_20130806_1_0243_1,38.2,NA,NA,8.06,0.99,2.65,NA,1.14,5.76,LX-N-M8,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:3 Top 1 Bottom ; Tube worm:1 Bottom "
12222,LXNC1308-15,LXCOLL_20130806_1_0243_1,34.8,NA,NA,7.68,1,1.69,NA,1.11,5.91,LX-N-M9,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:2 Top "
12223,LXNC1308-16,LXCOLL_20130806_1_0243_1,39.5,NA,NA,10.92,0.98,2.46,NA,1.16,7.59,LX-N-M10,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top "
12224,LXNC1308-17,LXCOLL_20130806_1_0243_1,63.9,NA,NA,63.64,0.98,11.99,NA,1.64,44.28,LX-N-L1,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:3 Bottom ; Barnacles:1 Bottom ; Algae: Present Top "
12225,LXNC1308-18,LXCOLL_20130806_1_0243_1,74.8,NA,NA,60.05,1,7.52,NA,1.3,47.3,LX-N-L2,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:4 Top 1 Bottom ; Algae: Present Top  Present Bottom "
12226,LXNC1308-19,LXCOLL_20130806_1_0243_1,80,NA,NA,55.05,1,10.24,NA,1.62,39.82,LX-N-L3,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:3 Top 1 Bottom ; Barnacles:1 Bottom ; Algae: Present Top "
12227,LXNC1308-20,LXCOLL_20130806_1_0243_1,54.8,NA,NA,39.64,0.98,7.66,NA,1.24,28.27,LX-N-L4,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 1 Bottom ; Algae: Present Top "
12228,LXNC1308-21,LXCOLL_20130806_1_0243_1,68.4,NA,NA,47.9,1.01,8.19,NA,1.48,33.29,LX-N-L5,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:3 Top ; Algae: Present Top  Present Bottom "
12229,LXNC1308-22,LXCOLL_20130806_1_0243_1,62.1,NA,NA,28.44,1.01,7.06,NA,1.35,17.56,LX-N-L6,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom ; Tube worm:1 Top "
12230,LXNC1308-23,LXCOLL_20130806_1_0243_1,64.1,NA,NA,32.82,1.04,7.41,NA,1.49,22.66,LX-N-L7,"PPC Condition Index Data, fields recorded are erratic; "
12231,LXNC1308-24,LXCOLL_20130806_1_0243_1,54.3,NA,NA,29.44,1.01,5.02,NA,1.28,20.5,LX-N-L8,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top "
12232,LXNC1308-25,LXCOLL_20130806_1_0243_1,46.2,NA,NA,21.8,1.02,5.79,NA,1.35,14.01,LX-N-L9,"PPC Condition Index Data, fields recorded are erratic; "
12233,LXNC1308-26,LXCOLL_20130806_1_0243_1,48.8,NA,NA,28.84,1.01,6.24,NA,1.42,19.47,LX-N-L10,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top ; Tube worm:1 Top "
12234,LXNC1309-01,LXCOLL_20130903_1_0243_1,15.7,NA,NA,1.33,0.99,1.04,NA,1.01,1.06,LX-N-S1,"PPC Condition Index Data, fields recorded are erratic; "
12235,LXNC1309-02,LXCOLL_20130903_1_0243_1,17.9,NA,NA,1.49,1,1.14,NA,1.02,1.21,LX-N-S2,"PPC Condition Index Data, fields recorded are erratic; "
12236,LXNC1309-03,LXCOLL_20130903_1_0243_1,13.2,NA,NA,0.43,0.99,1.05,NA,1.01,0.28,LX-N-S3,"PPC Condition Index Data, fields recorded are erratic; "
12237,LXNC1309-04,LXCOLL_20130903_1_0243_1,18.2,NA,NA,2.04,1,1.29,NA,1.06,1.46,LX-N-S4,"PPC Condition Index Data, fields recorded are erratic; "
12238,LXNC1309-05,LXCOLL_20130903_1_0243_1,14.7,NA,NA,0.43,0.99,1.06,NA,1.02,0.29,LX-N-S5,"PPC Condition Index Data, fields recorded are erratic; "
12239,LXNC1309-06,LXCOLL_20130903_1_0243_1,18.7,NA,NA,1.15,1,1.13,NA,1.03,0.75,LX-N-S6,"PPC Condition Index Data, fields recorded are erratic; "
12240,LXNC1309-07,LXCOLL_20130903_1_0243_1,17.4,NA,NA,2.56,1,1.08,NA,1.02,1.69,LX-N-S7,"PPC Condition Index Data, fields recorded are erratic; "
12241,LXNC1309-08,LXCOLL_20130903_1_0243_1,12.3,NA,NA,1.33,1,1.05,NA,1.02,1.07,LX-N-S8,"PPC Condition Index Data, fields recorded are erratic; "
12242,LXNC1309-09,LXCOLL_20130903_1_0243_1,19.7,NA,NA,2.41,1,1.35,NA,1.05,1.73,LX-N-S9,"PPC Condition Index Data, fields recorded are erratic; "
12243,LXNC1309-10,LXCOLL_20130903_1_0243_1,19,NA,NA,1.91,0.99,1.14,NA,1.02,1.5,LX-N-S10,"PPC Condition Index Data, fields recorded are erratic; "
12244,LXNC1309-11,LXCOLL_20130903_1_0243_1,36.7,NA,NA,12.65,0.99,3.53,NA,1.23,8.79,LX-N-M1,"PPC Condition Index Data, fields recorded are erratic; "
12245,LXNC1309-12,LXCOLL_20130903_1_0243_1,38,NA,NA,9.63,1.02,3.25,NA,1.32,6.11,LX-N-M2,"PPC Condition Index Data, fields recorded are erratic; "
12246,LXNC1309-13,LXCOLL_20130903_1_0243_1,38.1,NA,NA,19.1,1,3.62,NA,1.42,13.15,LX-N-M3,"PPC Condition Index Data, fields recorded are erratic; "
12247,LXNC1309-14,LXCOLL_20130903_1_0243_1,39.1,NA,NA,19.52,0.99,5.32,NA,1.44,11.78,LX-N-M4,"PPC Condition Index Data, fields recorded are erratic; "
12248,LXNC1309-15,LXCOLL_20130903_1_0243_1,32.5,NA,NA,8.25,1,2.6,NA,1.24,5.39,LX-N-M5,"PPC Condition Index Data, fields recorded are erratic; "
12249,LXNC1309-16,LXCOLL_20130903_1_0243_1,38.4,NA,NA,10.94,1,2.31,NA,1.2,7.69,LX-N-M6,"PPC Condition Index Data, fields recorded are erratic; "
12250,LXNC1309-17,LXCOLL_20130903_1_0243_1,39.5,NA,NA,11.52,1.01,2.84,NA,1.25,8.14,LX-N-M7,"PPC Condition Index Data, fields recorded are erratic; "
12251,LXNC1309-18,LXCOLL_20130903_1_0243_1,38.7,NA,NA,12.07,0.99,2.47,NA,1.21,8.09,LX-N-M8,"PPC Condition Index Data, fields recorded are erratic; "
12252,LXNC1309-19,LXCOLL_20130903_1_0243_1,34.6,NA,NA,13.54,1,3.09,NA,1.23,10.13,LX-N-M9,"PPC Condition Index Data, fields recorded are erratic; "
12253,LXNC1309-20,LXCOLL_20130903_1_0243_1,29.7,NA,NA,9.79,1,1.92,NA,1.07,7.66,LX-N-M10,"PPC Condition Index Data, fields recorded are erratic; "
12254,LXNC1309-21,LXCOLL_20130903_1_0243_1,60.1,NA,NA,30.18,1,6.91,NA,1.77,19.84,LX-N-L1,"PPC Condition Index Data, fields recorded are erratic; "
12255,LXNC1309-22,LXCOLL_20130903_1_0243_1,54.1,NA,NA,22.1,1,5.43,NA,1.66,13.94,LX-N-L2,"PPC Condition Index Data, fields recorded are erratic; "
12256,LXNC1309-23,LXCOLL_20130903_1_0243_1,63.8,NA,NA,43.46,1.01,9.92,NA,1.97,29.1,LX-N-L3,"PPC Condition Index Data, fields recorded are erratic; "
12257,LXNC1309-24,LXCOLL_20130903_1_0243_1,52.5,NA,NA,33.16,0.98,5.53,NA,1.47,24.4,LX-N-L4,"PPC Condition Index Data, fields recorded are erratic; "
12258,LXNC1309-25,LXCOLL_20130903_1_0243_1,44.4,NA,NA,23.19,0.99,5.21,NA,1.47,16.05,LX-N-L5,"PPC Condition Index Data, fields recorded are erratic; "
12259,LXNC1309-26,LXCOLL_20130903_1_0243_1,41.7,NA,NA,15.55,0.99,3.87,NA,1.32,10.47,LX-N-L6,"PPC Condition Index Data, fields recorded are erratic; "
12260,LXNC1309-27,LXCOLL_20130903_1_0243_1,41.9,NA,NA,12.07,0.98,2.66,NA,1.13,8.47,LX-N-L7,"PPC Condition Index Data, fields recorded are erratic; "
12261,LXNC1309-28,LXCOLL_20130903_1_0243_1,42.7,NA,NA,16.5,1,4.6,NA,1.45,9.85,LX-N-L8,"PPC Condition Index Data, fields recorded are erratic; "
12262,LXNC1309-29,LXCOLL_20130903_1_0243_1,54.2,NA,NA,25.07,1,5.26,NA,1.65,17.23,LX-N-L9,"PPC Condition Index Data, fields recorded are erratic; "
12263,LXNC1309-30,LXCOLL_20130903_1_0243_1,58.7,NA,NA,42.33,1,8.63,NA,1.82,27.79,LX-N-L10,"PPC Condition Index Data, fields recorded are erratic; "
12264,LXNC1310-01,LXCOLL_20131002_1_0243_1,15.4,NA,NA,0.66,1.01,1.09,NA,1.04,0.51,LX-N-S1,"PPC Condition Index Data, fields recorded are erratic; "
12265,LXNC1310-02,LXCOLL_20131002_1_0243_1,18.9,NA,NA,1.07,1.01,1.18,NA,1.02,0.81,LX-N-S2,"PPC Condition Index Data, fields recorded are erratic; "
12266,LXNC1310-03,LXCOLL_20131002_1_0243_1,14.3,NA,NA,0.8,1.04,1.11,NA,1.04,0.62,LX-N-S3,"PPC Condition Index Data, fields recorded are erratic; "
12267,LXNC1310-04,LXCOLL_20131002_1_0243_1,19.8,NA,NA,0.93,1,1.09,NA,1.01,0.67,LX-N-S4,"PPC Condition Index Data, fields recorded are erratic; "
12268,LXNC1310-05,LXCOLL_20131002_1_0243_1,19.8,NA,NA,3.26,0.96,1.56,NA,1,2.44,LX-N-S5,"PPC Condition Index Data, fields recorded are erratic; "
12269,LXNC1310-06,LXCOLL_20131002_1_0243_1,17.9,NA,NA,1.27,1.04,1.13,NA,1.04,1.02,LX-N-S6,"PPC Condition Index Data, fields recorded are erratic; "
12270,LXNC1310-07,LXCOLL_20131002_1_0243_1,11.6,NA,NA,0.2,1.02,1.06,NA,1.03,0.13,LX-N-S7,"PPC Condition Index Data, fields recorded are erratic; "
12271,LXNC1310-08,LXCOLL_20131002_1_0243_1,12.2,NA,NA,2.67,0.99,1.07,NA,1.01,2.54,LX-N-S8,"PPC Condition Index Data, fields recorded are erratic; "
12272,LXNC1310-09,LXCOLL_20131002_1_0243_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,LX-N-S9,"PPC Condition Index Data, fields recorded are erratic; "
12273,LXNC1310-10,LXCOLL_20131002_1_0243_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,LX-N-S10,"PPC Condition Index Data, fields recorded are erratic; "
12274,LXNC1310-11,LXCOLL_20131002_1_0243_1,28.2,NA,NA,7.88,1.03,2.37,NA,1.08,5.37,LX-N-M1,"PPC Condition Index Data, fields recorded are erratic; "
12275,LXNC1310-12,LXCOLL_20131002_1_0243_1,31.4,NA,NA,4.97,1.01,1.95,NA,1.11,3.32,LX-N-M2,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top "
12276,LXNC1310-13,LXCOLL_20131002_1_0243_1,26.6,NA,NA,6.87,0.99,2.44,NA,1.14,4.94,LX-N-M3,"PPC Condition Index Data, fields recorded are erratic; "
12277,LXNC1310-14,LXCOLL_20131002_1_0243_1,34.2,NA,NA,8.75,1.03,2.82,NA,1.2,6.19,LX-N-M4,"PPC Condition Index Data, fields recorded are erratic; "
12278,LXNC1310-15,LXCOLL_20131002_1_0243_1,36.5,NA,NA,6.4,1.02,2.67,NA,1.19,4.09,LX-N-M5,"PPC Condition Index Data, fields recorded are erratic; "
12279,LXNC1310-16,LXCOLL_20131002_1_0243_1,31.3,NA,NA,5.23,1.02,1.86,NA,1.08,4.08,LX-N-M6,"PPC Condition Index Data, fields recorded are erratic; "
12280,LXNC1310-17,LXCOLL_20131002_1_0243_1,27.2,NA,NA,8.92,1.02,2.67,NA,1.16,6.15,LX-N-M7,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom "
12281,LXNC1310-18,LXCOLL_20131002_1_0243_1,36.5,NA,NA,9.44,1.01,2.61,NA,1.13,6.78,LX-N-M8,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 1 Bottom "
12282,LXNC1310-19,LXCOLL_20131002_1_0243_1,32.4,NA,NA,10.11,1.04,2.69,NA,1.13,6.93,LX-N-M9,"PPC Condition Index Data, fields recorded are erratic; "
12283,LXNC1310-20,LXCOLL_20131002_1_0243_1,30.1,NA,NA,9.98,1.05,2.95,NA,1.19,6.74,LX-N-M10,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top "
12284,LXNC1310-21,LXCOLL_20131002_1_0243_1,63.2,NA,NA,40.77,1.02,8.35,NA,1.5,28.54,LX-N-L1,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:2 Top 1 Bottom "
12285,LXNC1310-22,LXCOLL_20131002_1_0243_1,58.3,NA,NA,61.11,0.99,10.31,NA,1.39,40.32,LX-N-L2,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom "
12286,LXNC1310-23,LXCOLL_20131002_1_0243_1,59,NA,NA,34.93,1.03,7.07,NA,1.43,23.47,LX-N-L3,"PPC Condition Index Data, fields recorded are erratic; "
12287,LXNC1310-24,LXCOLL_20131002_1_0243_1,43.3,NA,NA,18.76,0.99,4.25,NA,1.22,12.77,LX-N-L4,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom "
12288,LXNC1310-25,LXCOLL_20131002_1_0243_1,53.9,NA,NA,31.34,1.03,6.77,NA,1.36,20.97,LX-N-L5,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 1 Bottom "
12289,LXNC1310-26,LXCOLL_20131002_1_0243_1,45.3,NA,NA,17.39,1.02,3.79,NA,1.25,12.32,LX-N-L6,"PPC Condition Index Data, fields recorded are erratic; "
