,FixedLocationID,Estuary,SectionName,StationName,StationNumber,ParcelName,ParcelArea,CultchDensity,LatitudeDec,LongitudeDec,Recruitment,Survey,Sediment,Collections,ShellBudget,Dataloggers,Cage,Wave,StartDate,EndDate,Comments,StationNameNumber,EstuaryLongName,DateLastCultched
740,T006,TB,H,TB H 27515_82230 14,14,NA,NA,NA,27.85842,-82.38419,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,27515_82230,TB-H-27515_82230-14,Tampa Bay,NA
741,T007,TB,O,TB O 27595_82396 15,15,NA,NA,NA,27.9926,-82.66126,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,27595_82396,TB-O-27595_82396-15,Tampa Bay,NA
742,T008,TB,O,TB O 27593_82396 16,16,NA,NA,NA,27.99,-82.6602,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,27593_82396,TB-O-27593_82396-16,Tampa Bay,NA
743,T009,TB,O,TB O 27595_82398 17,17,NA,NA,NA,27.9925,-82.66417,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,27595_82398,TB-O-27595_82398-17,Tampa Bay,NA
744,T010,TB,O,TB O 27596_82398 18,18,NA,NA,NA,27.99417,-82.66417,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,27596_82398,TB-O-27596_82398-18,Tampa Bay,NA
745,C001,CR,E,CR E 26321_81597 5,5,NA,NA,NA,26.5351,-81.9961,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,26321_81597,CR-E-26321_81597-5,Caloosahatchee River,NA
746,C002,CR,C,CR C 26491_82035 6,6,NA,NA,NA,26.81931,-82.05952,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,26491_82035,CR-C-26491_82035-6,Caloosahatchee River,NA
747,C003,CR,C,CR C 26491_82034 7,7,NA,NA,NA,26.8194,-82.05742,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,26491_82034,CR-C-26491_82034-7,Caloosahatchee River,NA
748,C004,CR,C,CR C 26490_82034 8,8,NA,NA,NA,26.81739,-82.05699,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,26490_82034,CR-C-26490_82034-8,Caloosahatchee River,NA
749,C005,CR,C,CR C 26482_82033 9,9,NA,NA,NA,26.8045,-82.05599,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,26482_82033,CR-C-26482_82033-9,Caloosahatchee River,NA
750,C006,CR,C,CR C 26482_82032 10,10,NA,NA,NA,26.80357,-82.05394,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,26482_82032,CR-C-26482_82032-10,Caloosahatchee River,NA
751,C007,CR,C,CR C 26515_82034 11,11,NA,NA,NA,26.85914,-82.05804,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,26515_82034,CR-C-26515_82034-11,Caloosahatchee River,NA
752,C008,CR,C,CR C 26527_82036 12,12,NA,NA,NA,26.87956,-82.06038,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,26527_82036,CR-C-26527_82036-12,Caloosahatchee River,NA
753,C009,CR,B,CR B 26496_82160 13,13,NA,NA,NA,26.82768,-82.2676,N,Y,N,N,N,N,N,N,8/31/2023,10/1/2023,26496_82160,CR-B-26496_82160-13,Caloosahatchee River,NA
754,C010,CR,B,CR B 26496_82158 14,14,NA,NA,NA,26.82728,-82.26474,N,Y,N,N,N,N,N,N,8/31/2023,10/1/2023,26496_82158,CR-B-26496_82158-14,Caloosahatchee River,NA
755,C011,CR,B,CR B 26489_82152 15,15,NA,NA,NA,26.81659,-82.2543,N,Y,N,N,N,N,N,N,8/31/2023,10/1/2023,26489_82152,CR-B-26489_82152-15,Caloosahatchee River,NA
756,C012,CR,B,CR B 26492_82148 16,16,NA,NA,NA,26.82001,-82.24822,N,Y,N,N,N,N,N,N,8/31/2023,10/1/2023,26492_82148,CR-B-26492_82148-16,Caloosahatchee River,NA
757,C013,CR,B,CR B 26472_82126 17,17,NA,NA,NA,26.78708,-82.21078,N,Y,N,N,N,N,N,N,8/31/2023,10/1/2023,26472_82126,CR-B-26472_82126-17,Caloosahatchee River,NA
758,C014,CR,B,CR B 26472_82127 18,18,NA,NA,NA,26.78823,-82.212,N,Y,N,N,N,N,N,N,8/31/2023,10/1/2023,26472_82127,CR-B-26472_82127-18,Caloosahatchee River,NA
759,C015,CR,B,CR B 26473_82126 19,19,NA,NA,NA,26.78931,-82.21078,N,Y,N,N,N,N,N,N,8/31/2023,10/1/2023,26473_82126,CR-B-26473_82126-19,Caloosahatchee River,NA
760,C016,CR,B,CR B 26471_82125 20,20,NA,NA,NA,26.78659,-82.20955,N,Y,N,N,N,N,N,N,8/31/2023,10/1/2023,26471_82125,CR-B-26471_82125-20,Caloosahatchee River,NA
761,C017,CR,B,CR B 26471_82121 21,21,NA,NA,NA,26.78633,-82.20167,N,Y,N,N,N,N,N,N,8/31/2023,10/1/2023,26471_82121,CR-B-26471_82121-21,Caloosahatchee River,NA
762,C018,CR,B,CR B 26470_82116 22,22,NA,NA,NA,26.78353,-82.1946,N,Y,N,N,N,N,N,N,8/31/2023,10/1/2023,26470_82116,CR-B-26470_82116-22,Caloosahatchee River,NA
763,C019,CR,B,CR B 26470_82115 23,23,NA,NA,NA,26.7842,-82.19271,N,Y,N,N,N,N,N,N,8/31/2023,10/1/2023,26470_82115,CR-B-26470_82115-23,Caloosahatchee River,NA
764,C020,CR,B,CR B 26470_82113 24,24,NA,NA,NA,26.78446,-82.18949,N,Y,N,N,N,N,N,N,8/31/2023,10/1/2023,26470_82113,CR-B-26470_82113-24,Caloosahatchee River,NA
765,T011,TB,R,TB R 27297_82314 19,19,NA,NA,NA,27.49557,-82.52393,N,Y,N,N,N,N,N,N,7/31/2023,9/1/2023,27297_82314,TB-R-27297_82314-19,Tampa Bay,NA
766,T012,TB,R,TB R 27296_82314 20,20,NA,NA,NA,27.49496,-82.52354,N,Y,N,N,N,N,N,N,7/31/2023,9/1/2023,27296_82314,TB-R-27296_82314-20,Tampa Bay,NA
767,T013,TB,R,TB R 27295_82312 21,21,NA,NA,NA,27.49249,-82.52007,N,Y,N,N,N,N,N,N,7/31/2023,9/1/2023,27295_82312,TB-R-27295_82312-21,Tampa Bay,NA
768,T014,TB,R,TB R 27294_82309 22,22,NA,NA,NA,27.4914,-82.51604,N,Y,N,N,N,N,N,N,7/31/2023,9/1/2023,27294_82309,TB-R-27294_82309-22,Tampa Bay,NA
769,T015,TB,R,TB R 27294_82309 23,23,NA,NA,NA,27.49045,-82.51534,N,Y,N,N,N,N,N,N,7/31/2023,9/1/2023,27294_82309,TB-R-27294_82309-23,Tampa Bay,NA
770,T016,TB,R,TB R 27293_82312 24,24,NA,NA,NA,27.48881,-82.52009,N,Y,N,N,N,N,N,N,7/31/2023,9/1/2023,27293_82312,TB-R-27293_82312-24,Tampa Bay,NA
771,T017,TB,R,TB R 27290_82310 25,25,NA,NA,NA,27.48471,-82.51797,N,Y,N,N,N,N,N,N,7/31/2023,9/1/2023,27290_82310,TB-R-27290_82310-25,Tampa Bay,NA
772,T018,TB,R,TB R 27392_82408 26,26,NA,NA,NA,27.65334,-82.68138,N,Y,N,N,N,N,N,N,7/31/2023,9/1/2023,27392_82408,TB-R-27392_82408-26,Tampa Bay,NA
773,T019,TB,L,TB L 27387_82427 27,27,NA,NA,NA,27.64624,-82.71281,N,Y,N,N,N,N,N,N,7/31/2023,9/1/2023,27387_82427,TB-L-27387_82427-27,Tampa Bay,NA
774,T020,TB,B,TB B 27489_82459 28,28,NA,NA,NA,27.81637,-82.76529,N,Y,N,N,N,N,N,N,10/31/2023,12/1/2023,27489_82459,TB-B-27489_82459-28,Tampa Bay,NA
775,T021,TB,B,TB B 27490_82459 29,29,NA,NA,NA,27.81753,-82.76576,N,Y,N,N,N,N,N,N,10/31/2023,12/1/2023,27490_82459,TB-B-27490_82459-29,Tampa Bay,NA
776,T022,TB,B,TB B 27488_82458 30,30,NA,NA,NA,27.81352,-82.76444,N,Y,N,N,N,N,N,N,10/31/2023,12/1/2023,27488_82458,TB-B-27488_82458-30,Tampa Bay,NA
777,T023,TB,B,TB B 27477_82455 31,31,NA,NA,NA,27.79583,-82.75908,N,Y,N,Y,N,N,N,N,10/31/2023,12/1/2023,27477_82455,TB-B-27477_82455-31,Tampa Bay,NA
778,T024,TB,B,TB B 27480_82457 32,32,NA,NA,NA,27.8003,-82.76297,N,Y,N,Y,N,N,N,N,10/31/2023,12/1/2023,27480_82457,TB-B-27480_82457-32,Tampa Bay,NA
779,0538,AB,E,Cat Point,11,NA,NA,NA,29.70909,-84.8799,Y,Y,N,Y,N,N,N,N,3/21/2024,12/31/2099,NA,Cat Point-11,Apalachicola Bay,NA
780,0539,AB,E,Easthole,12,NA,NA,NA,29.68204,-84.86599,Y,Y,Y,Y,N,N,N,N,3/21/2024,12/31/2099,NA,Easthole-12,Apalachicola Bay,NA
781,0540,AB,E,Platform,13,NA,NA,NA,29.70319,-84.83179,Y,Y,Y,Y,N,N,N,N,3/21/2024,12/31/2099,NA,Platform-13,Apalachicola Bay,NA
782,C030,CR,E,CR E 26335_81553 35,35,NA,NA,NA,26.55848,-81.92279,N,Y,N,N,N,N,N,N,12/31/2023,4/1/2024,26335_81553,CR-E-26335_81553-35,Caloosahatchee River,NA
783,C031,CR,W,CR W 26306_82039 36,36,NA,NA,NA,26.51156,-82.06611,N,Y,N,N,N,N,N,N,12/31/2023,4/1/2024,26306_82039,CR-W-26306_82039-36,Caloosahatchee River,NA
784,C032,CR,W,CR W 26305_82038 37,37,NA,NA,NA,26.50995,-82.06373,N,Y,N,N,N,N,N,N,12/31/2023,4/1/2024,26305_82038,CR-W-26305_82038-37,Caloosahatchee River,NA
785,C033,CR,W,CR W 26303_82035 38,38,NA,NA,NA,26.50552,-82.0595,N,Y,N,N,N,N,N,N,12/31/2023,4/1/2024,26303_82035,CR-W-26303_82035-38,Caloosahatchee River,NA
786,C034,CR,W,CR W 26306_82013 39,39,NA,NA,NA,26.51008,-82.021721,N,Y,N,N,N,N,N,N,12/31/2023,4/1/2024,26306_82013,CR-W-26306_82013-39,Caloosahatchee River,NA
787,C035,CR,W,CR W 26306_82034 40,40,NA,NA,NA,26.51098,-82.05829,N,Y,N,N,N,N,N,N,12/31/2023,4/1/2024,26306_82034,CR-W-26306_82034-40,Caloosahatchee River,NA
788,C036,CR,W,CR W 26308_82031 41,41,NA,NA,NA,26.51448,-82.05201,N,Y,N,N,N,N,N,N,12/31/2023,4/1/2024,26308_82031,CR-W-26308_82031-41,Caloosahatchee River,NA
789,C042,CR,P,CR P 26407_82127 47,47,NA,NA,NA,26.67909,-82.21187,N,Y,N,N,N,N,N,N,5/31/2024,7/1/2024,26407_82127,CR-P-26407_82127-47,Caloosahatchee River,NA
790,C043,CR,P,CR P 26405_82126 48,48,NA,NA,NA,26.67645,-82.21095,N,Y,N,N,N,N,N,N,5/31/2024,7/1/2024,26405_82126,CR-P-26405_82126-48,Caloosahatchee River,NA
791,C037,CR,P,CR P 26408_82124 42,42,NA,NA,NA,26.6807,-82.2081,N,Y,N,N,N,N,N,N,5/31/2024,7/1/2024,26408_82124,CR-P-26408_82124-42,Caloosahatchee River,NA
792,C038,CR,P,CR P 26411_82126 43,43,NA,NA,NA,26.6865,-82.21105,N,Y,N,N,N,N,N,N,5/31/2024,7/1/2024,26411_82126,CR-P-26411_82126-43,Caloosahatchee River,NA
793,C039,CR,P,CR P 26412_82127 44,44,NA,NA,NA,26.68764,-82.21304,N,Y,N,N,N,N,N,N,5/31/2024,7/1/2024,26412_82127,CR-P-26412_82127-44,Caloosahatchee River,NA
794,C040,CR,P,CR P 26410_82131 45,45,NA,NA,NA,26.68428,-82.21888,N,Y,N,N,N,N,N,N,5/31/2024,7/1/2024,26410_82131,CR-P-26410_82131-45,Caloosahatchee River,NA
795,C041,CR,P,CR P 26408_82125 46,46,NA,NA,NA,26.68011,-82.2092,N,Y,N,N,N,N,N,N,5/31/2024,7/1/2024,26408_82125,CR-P-26408_82125-46,Caloosahatchee River,NA
796,C042,CR,P,CR P 26407_82127 47,47,NA,NA,NA,26.67909,-82.21187,N,Y,N,N,N,N,N,N,5/31/2024,7/1/2024,26407_82127,CR-P-26407_82127-47,Caloosahatchee River,NA
797,C043,CR,P,CR P 26405_82126 48,48,NA,NA,NA,26.67645,-82.21095,N,Y,N,N,N,N,N,N,5/31/2024,7/1/2024,26405_82126,CR-P-26405_82126-48,Caloosahatchee River,NA
798,T034,TB,M,TB M 27412_82313 42,42,NA,NA,NA,27.6875,-82.5225,N,Y,N,N,N,N,N,N,5/31/2024,7/1/2024,27412_82313,TB-M-27412_82313-42,Tampa Bay,NA
799,T036,TB,M,TB M 27427_82300 44,44,NA,NA,NA,27.71238,-82.50085,N,Y,N,N,N,N,N,N,5/31/2024,7/1/2024,27427_82300,TB-M-27427_82300-44,Tampa Bay,NA
800,T052,TB,R,TB R 27314_82288 60,60,NA,NA,NA,27.52487,-82.48083,N,Y,N,N,N,N,N,N,6/30/2024,10/1/2024,27314_82288,TB-R-27314_82288-60,Tampa Bay,NA
801,T053,TB,R,TB R 27312_82284 61,61,NA,NA,NA,27.52094,-82.47416,N,Y,N,N,N,N,N,N,6/30/2024,10/1/2024,27312_82284,TB-R-27312_82284-61,Tampa Bay,NA
802,T054,TB,R,TB R 27312_82287 62,62,NA,NA,NA,27.52099,-82.47895,N,Y,N,N,N,N,N,N,6/30/2024,10/1/2024,27312_82287,TB-R-27312_82287-62,Tampa Bay,NA
803,T055,TB,R,TB R 27314_82289 63,63,NA,NA,NA,27.52438,-82.48264,N,Y,N,N,N,N,N,N,6/30/2024,10/1/2024,27314_82289,TB-R-27314_82289-63,Tampa Bay,NA
804,T056,TB,R,TB R 27314_82290 64,64,NA,NA,NA,27.5242,-82.48415,N,Y,N,N,N,N,N,N,6/30/2024,10/1/2024,27314_82290,TB-R-27314_82290-64,Tampa Bay,NA
805,T057,TB,R,TB R 27318_82298 65,65,NA,NA,NA,27.53004,-82.49833,N,Y,N,N,N,N,N,N,6/30/2024,10/1/2024,27318_82298,TB-R-27318_82298-65,Tampa Bay,NA
806,T058,TB,R,TB R 27317_82301 66,66,NA,NA,NA,27.52902,-82.50213,N,Y,N,N,N,N,N,N,6/30/2024,10/1/2024,27317_82301,TB-R-27317_82301-66,Tampa Bay,NA
807,T059,TB,R,TB R 27316_82302 67,67,NA,NA,NA,27.52832,-82.50424,N,Y,N,N,N,N,N,N,6/30/2024,10/1/2024,27316_82302,TB-R-27316_82302-67,Tampa Bay,NA
808,T060,TB,R,TB R 27313_82302 68,68,NA,NA,NA,27.5223,-82.50419,N,Y,N,N,N,N,N,N,6/30/2024,10/1/2024,27313_82302,TB-R-27313_82302-68,Tampa Bay,NA
809,T061,TB,R,TB R 27312_82301 69,69,NA,NA,NA,27.52082,-82.5033,N,Y,N,N,N,N,N,N,6/30/2024,10/1/2024,27312_82301,TB-R-27312_82301-69,Tampa Bay,NA
810,T062,TB,R,TB R 27313_82298 70,70,NA,NA,NA,27.52253,-82.49751,N,Y,N,N,N,N,N,N,6/30/2024,10/1/2024,27313_82298,TB-R-27313_82298-70,Tampa Bay,NA
811,T063,TB,R,TB R 27312_82304 71,71,NA,NA,NA,27.52077,-82.50755,N,Y,N,N,N,N,N,N,6/30/2024,10/1/2024,27312_82304,TB-R-27312_82304-71,Tampa Bay,NA
812,T064,TB,R,TB R 27311_82303 72,72,NA,NA,NA,27.51874,-82.50532,N,Y,N,N,N,N,N,N,6/30/2024,10/1/2024,27311_82303,TB-R-27311_82303-72,Tampa Bay,NA
813,T065,TB,R,TB R 27308_82304 73,73,NA,NA,NA,27.51349,-82.50668,N,Y,N,N,N,N,N,N,6/30/2024,10/1/2024,27308_82304,TB-R-27308_82304-73,Tampa Bay,NA
814,T066,TB,R,TB R 27315_82306 74,74,NA,NA,NA,27.52589,-82.51149,N,Y,N,N,N,N,N,N,6/30/2024,10/1/2024,27315_82306,TB-R-27315_82306-74,Tampa Bay,NA
