"","SampleEventWQID","SampleEventID","Temperature","Salinity","DissolvedOxygen","pH","Depth","SampleDepth","Secchi","TurbidityYSI","TurbidityHach","Comments","CollectionTime","PercentDissolvedOxygen","YSICalibration","YSINotes"
"7595","LXSRVY_20140305_1_0244_1_01","LXSRVY_20140305_1_0244_1",23.8,16.2,5.62,7.9,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7596","LWSRVY_20140408_1_0236_1_01","LWSRVY_20140408_1_0236_1",27.7,36.9,5.72,8.1,0.5,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7597","LXSRVY_20140408_1_0243_1_01","LXSRVY_20140408_1_0243_1",27.6,18.5,6.65,8.1,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7598","SLSRVY_20140409_1_0255_1_01","SLSRVY_20140409_1_0255_1",23.6,24.9,5.39,8,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7599","LWSRVY_20140506_1_0236_1_01","LWSRVY_20140506_1_0236_1",29.3,35.5,5.85,8,0.7,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"7600","LXSRVY_20140506_1_0243_1_01","LXSRVY_20140506_1_0243_1",29.6,22.1,6.7,8.1,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7601","SLSRVY_20140507_1_0255_1_01","SLSRVY_20140507_1_0255_1",26.9,25.4,5.53,8.1,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7602","LWSRVY_20140603_1_0236_1_01","LWSRVY_20140603_1_0236_1",27.2,26,5.73,7.9,0.6,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7603","LXSRVY_20140603_1_0243_1_01","LXSRVY_20140603_1_0243_1",28.6,18.6,6.79,8,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7604","SLSRVY_20140604_1_0255_1_01","SLSRVY_20140604_1_0255_1",26.5,25.6,5.07,7.9,0.7,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"7605","LWSRVY_20140708_1_0236_1_01","LWSRVY_20140708_1_0236_1",33.2,13.2,6.62,8.1,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7606","LXSRVY_20140708_1_0243_1_01","LXSRVY_20140708_1_0243_1",29.7,5.3,4.25,7.8,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7607","SLSRVY_20140709_1_0255_1_01","SLSRVY_20140709_1_0255_1",28.3,9.1,4.5,8.1,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7608","LWSRVY_20140805_1_0236_1_01","LWSRVY_20140805_1_0236_1",30.8,7.4,4.91,7.9,0.4,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"7609","LXSRVY_20140805_1_0243_1_01","LXSRVY_20140805_1_0243_1",29,2.5,4.55,7.8,0.75,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7610","SLSRVY_20140806_1_0255_1_01","SLSRVY_20140806_1_0255_1",28.6,7.3,5.04,7.7,1,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7611","LXSRVY_20140908_1_0242_1_01","LXSRVY_20140908_1_0242_1",29.2,19.5,5.32,7.9,1.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"7612","LXSRVY_20140908_1_0243_1_01","LXSRVY_20140908_1_0243_1",28.8,21.2,4.76,8.1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"7613","LXSRVY_20140908_1_0244_1_01","LXSRVY_20140908_1_0244_1",29.1,13.4,4.01,7.9,0.7,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"7614","LXSRVY_20140908_1_0246_1_01","LXSRVY_20140908_1_0246_1",31.1,28.7,6.45,8,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7615","LXSRVY_20140908_1_0247_1_01","LXSRVY_20140908_1_0247_1",31.7,25.7,6.65,8.1,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7616","LXSRVY_20140908_1_0249_1_01","LXSRVY_20140908_1_0249_1",31.2,25.7,5.32,8,1.5,NA,1.2,NA,NA,NA,NA,NA,NA,NA
"7617","SLSRVY_20140909_1_0255_1_01","SLSRVY_20140909_1_0255_1",28.6,17,5.13,7.9,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"7618","SLSRVY_20140909_1_0256_1_01","SLSRVY_20140909_1_0256_1",29.5,18.8,2.9,8.1,1.25,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7619","SLSRVY_20140909_1_0257_1_01","SLSRVY_20140909_1_0257_1",30.1,16.6,4.5,8,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7620","SLSRVY_20140909_1_0261_1_01","SLSRVY_20140909_1_0261_1",29.9,10.9,4.24,8,1.25,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"7621","SLSRVY_20140909_1_0262_1_01","SLSRVY_20140909_1_0262_1",31.6,12.8,6.06,8,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7622","SLSRVY_20140909_1_0264_1_01","SLSRVY_20140909_1_0264_1",31.5,6.1,4.92,7.9,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"7623","SLSRVY_20140909_1_0269_1_01","SLSRVY_20140909_1_0269_1",31.6,12.9,3.88,7.9,0.5,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"7624","SLSRVY_20140909_1_0270_1_01","SLSRVY_20140909_1_0270_1",31.7,10.2,4.93,8.1,1,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7625","SLSRVY_20140909_1_0271_1_01","SLSRVY_20140909_1_0271_1",31.5,9,4.96,8.1,0.5,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7626","LWSRVY_20140910_1_0235_1_01","LWSRVY_20140910_1_0235_1",29.4,18,6.49,8.1,1.1,NA,1.1,NA,NA,NA,NA,NA,NA,NA
"7627","LWSRVY_20140910_1_0236_1_01","LWSRVY_20140910_1_0236_1",29,16.9,3.93,8,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7628","LWSRVY_20140910_1_0237_1_01","LWSRVY_20140910_1_0237_1",30.3,22.2,6.01,8.1,1.25,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"7629","LWSRVY_20141006_1_0236_1_01","LWSRVY_20141006_1_0236_1",28.8,6.8,5.42,8.2,0.5,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"7630","LXSRVY_20141006_1_0243_1_01","LXSRVY_20141006_1_0243_1",28.7,7,4.67,8,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7631","SLSRVY_20141007_1_0255_1_01","SLSRVY_20141007_1_0255_1",26.6,7.9,5.53,8.1,1.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"7632","LWSRVY_20141104_1_0236_1_01","LWSRVY_20141104_1_0236_1",22.1,25.1,7.43,8.4,0.5,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"7633","LXSRVY_20141104_1_0243_1_01","LXSRVY_20141104_1_0243_1",22.3,16.3,7.44,8.1,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7634","SLSRVY_20141105_1_0255_1_01","SLSRVY_20141105_1_0255_1",20.8,22.1,7.1,8.2,1.5,NA,1,NA,NA,NA,NA,NA,NA,NA
"7635","LWSRVY_20141202_1_0236_1_01","LWSRVY_20141202_1_0236_1",23,29.2,7.05,8.2,0.6,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"7636","LXSRVY_20141202_1_0243_1_01","LXSRVY_20141202_1_0243_1",22.5,18.3,7.59,8.2,0.85,NA,0.85,NA,NA,NA,NA,NA,NA,NA
"7637","SLSRVY_20141203_1_0255_1_01","SLSRVY_20141203_1_0255_1",21.2,25.4,7.31,8.4,1.25,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"7638","LXSRVY_20150309_1_0242_1_01","LXSRVY_20150309_1_0242_1",24.9,6.8,6.31,8.2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"7639","LXSRVY_20150309_1_0243_1_01","LXSRVY_20150309_1_0243_1",25.3,9.9,6.85,8.2,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7640","LXSRVY_20150309_1_0244_1_01","LXSRVY_20150309_1_0244_1",24.4,3.3,6.28,8.2,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7641","SLSRVY_20150310_1_0255_1_01","SLSRVY_20150310_1_0255_1",23.5,5.3,6.6,8.3,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7642","SLSRVY_20150310_1_0256_1_01","SLSRVY_20150310_1_0256_1",23.7,6.1,6.76,8.3,0.8,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7643","SLSRVY_20150310_1_0257_1_01","SLSRVY_20150310_1_0257_1",24.2,5.5,6.65,8.3,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7644","SLSRVY_20150310_1_0261_1_01","SLSRVY_20150310_1_0261_1",23.7,5.3,6.12,8.3,1.2,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7645","SLSRVY_20150310_1_0262_1_01","SLSRVY_20150310_1_0262_1",24.7,4.6,7.27,8.3,1.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7646","SLSRVY_20150310_1_0264_1_01","SLSRVY_20150310_1_0264_1",24.4,4.9,7.72,8.3,1.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7647","SLSRVY_20150310_1_0269_1_01","SLSRVY_20150310_1_0269_1",23.8,5.8,6.24,8.2,1.2,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7648","SLSRVY_20150310_1_0270_1_01","SLSRVY_20150310_1_0270_1",25.3,1.5,7.18,8.4,1,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"7649","SLSRVY_20150310_1_0271_1_01","SLSRVY_20150310_1_0271_1",25.3,0.6,7.17,8.5,0.7,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"7650","LXSRVY_20150311_1_0246_1_01","LXSRVY_20150311_1_0246_1",24.6,17.2,5.12,8,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7651","LXSRVY_20150311_1_0247_1_01","LXSRVY_20150311_1_0247_1",24.3,13.2,5.52,8.1,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7652","LXSRVY_20150311_1_0249_1_01","LXSRVY_20150311_1_0249_1",24.8,16.8,6.34,8.2,1.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7653","LXSRVY_20150901_1_0246_1_01","LXSRVY_20150901_1_0246_1",31.6,13.4,5.76,8.1,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7654","LXSRVY_20150901_1_0247_1_01","LXSRVY_20150901_1_0247_1",32.4,12.3,5.82,8.2,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7655","LXSRVY_20150901_1_0249_1_01","LXSRVY_20150901_1_0249_1",32.4,12.2,6.06,8.1,1,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7656","SLSRVY_20150902_1_0255_1_01","SLSRVY_20150902_1_0255_1",29.6,7.8,3.13,8.2,0.5,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7657","SLSRVY_20150902_1_0256_1_01","SLSRVY_20150902_1_0256_1",30.9,8.5,3.54,8.1,1,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7658","SLSRVY_20150902_1_0257_1_01","SLSRVY_20150902_1_0257_1",30.7,9.9,3.16,8.2,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7659","SLSRVY_20150902_1_0261_1_01","SLSRVY_20150902_1_0261_1",31.3,2.7,5.5,8.2,1.25,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7660","SLSRVY_20150902_1_0262_1_01","SLSRVY_20150902_1_0262_1",30.7,10.1,3.34,8.2,1.5,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7661","SLSRVY_20150902_1_0264_1_01","SLSRVY_20150902_1_0264_1",32.7,2.5,7.35,8.2,1.75,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"7662","SLSRVY_20150902_1_0269_1_01","SLSRVY_20150902_1_0269_1",30.8,8.6,3.03,8,1.25,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7663","SLSRVY_20150902_1_0270_1_01","SLSRVY_20150902_1_0270_1",32.8,4.9,4.94,8.2,1,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7664","SLSRVY_20150902_1_0271_1_01","SLSRVY_20150902_1_0271_1",32.7,3.6,6.19,8.3,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7665","LXSRVY_20150903_1_0242_1_01","LXSRVY_20150903_1_0242_1",30.8,7.9,3.19,8.1,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7666","LXSRVY_20150903_1_0243_1_01","LXSRVY_20150903_1_0243_1",29.4,4.3,2.42,8.2,0.3,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7667","LXSRVY_20150903_1_0244_1_01","LXSRVY_20150903_1_0244_1",30.2,7.9,3.82,8,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7668","LXSRVY_20160302_1_0242_1_01","LXSRVY_20160302_1_0242_1",20.6,3.7,5.9,8.3,0.3,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7669","LXSRVY_20160302_1_0243_1_01","LXSRVY_20160302_1_0243_1",22.3,8.1,6.77,8.1,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7670","LXSRVY_20160302_1_0244_1_01","LXSRVY_20160302_1_0244_1",22.3,18.6,5.68,8.2,0.3,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7671","LXSRVY_20160302_1_0246_1_01","LXSRVY_20160302_1_0246_1",24.8,23.4,8.14,8.1,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7672","LXSRVY_20160302_1_0247_1_01","LXSRVY_20160302_1_0247_1",24.8,20.7,7.69,8.2,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7673","LXSRVY_20160302_1_0249_1_01","LXSRVY_20160302_1_0249_1",25,23.4,7.38,8.2,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7674","SLSRVY_20160412_1_0255_1_01","SLSRVY_20160412_1_0255_1",24.3,8.8,8.08,8.1,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7675","SLSRVY_20160412_1_0256_1_01","SLSRVY_20160412_1_0256_1",24.3,10,6.71,8.1,1,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7676","SLSRVY_20160412_1_0257_1_01","SLSRVY_20160412_1_0257_1",26.1,7.3,7.75,8.1,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7677","SLSRVY_20160412_1_0261_1_01","SLSRVY_20160412_1_0261_1",24.3,6.5,7.02,8.1,1.5,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7678","SLSRVY_20160412_1_0262_1_01","SLSRVY_20160412_1_0262_1",24.8,8.2,7.22,8.1,1.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7679","SLSRVY_20160412_1_0264_1_01","SLSRVY_20160412_1_0264_1",26.7,6.3,10.27,8.1,1.25,NA,0.9,NA,NA,NA,NA,NA,NA,NA
"7680","SLSRVY_20160413_1_0269_1_01","SLSRVY_20160413_1_0269_1",23.4,2.2,6.85,8.2,0.75,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"7681","SLSRVY_20160413_1_0270_1_01","SLSRVY_20160413_1_0270_1",23.9,1.6,6.84,8.2,1,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"7682","SLSRVY_20160413_1_0271_1_01","SLSRVY_20160413_1_0271_1",24.1,0.3,7.29,8.2,0.75,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"7683","LXSRVY_20160921_1_0242_1_01","LXSRVY_20160921_1_0242_1",28.3,15.07,2.93,7.63,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7684","LXSRVY_20160921_1_0243_1_01","LXSRVY_20160921_1_0243_1",28.7,16.46,3.69,7.72,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7685","LXSRVY_20160921_1_0244_1_01","LXSRVY_20160921_1_0244_1",27.9,4.86,3.46,7.96,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7686","LXSRVY_20160921_1_0246_1_01","LXSRVY_20160921_1_0246_1",29.9,29.44,3.76,7.91,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7687","LXSRVY_20160921_1_0247_1_01","LXSRVY_20160921_1_0247_1",28.9,25.22,4.59,7.93,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7688","LXSRVY_20160921_1_0249_1_01","LXSRVY_20160921_1_0249_1",29.2,26.19,5.75,7.89,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7689","SLSRVY_20160920_1_0255_1_01","SLSRVY_20160920_1_0255_1",29.1,8.11,4.5,8.07,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7690","SLSRVY_20160920_1_0256_1_01","SLSRVY_20160920_1_0256_1",29.6,7.08,4.19,7.97,1,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7691","SLSRVY_20160920_1_0257_1_01","SLSRVY_20160920_1_0257_1",29.6,6.7,4.36,7.81,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7692","SLSRVY_20160920_1_0261_1_01","SLSRVY_20160920_1_0261_1",29.8,2.7,5.07,7.97,1.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7693","SLSRVY_20160920_1_0262_1_01","SLSRVY_20160920_1_0262_1",29.5,6.55,4.33,7.75,1.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7694","SLSRVY_20160920_1_0264_1_01","SLSRVY_20160920_1_0264_1",29.2,4.13,4.58,7.69,1.6,NA,1,NA,NA,NA,NA,NA,NA,NA
"7695","SLSRVY_20160920_1_0269_1_01","SLSRVY_20160920_1_0269_1",29.7,7.19,3.61,7.84,1.25,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7696","SLSRVY_20160920_1_0270_1_01","SLSRVY_20160920_1_0270_1",29.9,2.74,4.6,7.84,1.25,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7697","SLSRVY_20160920_1_0271_1_01","SLSRVY_20160920_1_0271_1",30.1,0.44,5.74,8.15,1,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"7698","SLSRVY_20170308_1_0255_1_01","SLSRVY_20170308_1_0255_1",20.5,27.35,7.39,8.4,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7699","SLSRVY_20170308_1_0256_1_01","SLSRVY_20170308_1_0256_1",20.6,26.15,8.05,8.48,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7700","SLSRVY_20170308_1_0257_1_01","SLSRVY_20170308_1_0257_1",20.9,26.15,7.77,8.4,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7701","SLSRVY_20170308_1_0261_1_01","SLSRVY_20170308_1_0261_1",21.3,25.12,7.45,8.39,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7702","SLSRVY_20170308_1_0262_1_01","SLSRVY_20170308_1_0262_1",21,25.86,8.35,8.44,1,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7703","SLSRVY_20170308_1_0264_1_01","SLSRVY_20170308_1_0264_1",21.9,24.41,9.88,8.42,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7704","SLSRVY_20170308_1_0269_1_01","SLSRVY_20170308_1_0269_1",21.8,23.27,8.67,8.46,0.75,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7705","SLSRVY_20170308_1_0270_1_01","SLSRVY_20170308_1_0270_1",22.6,18.59,9.07,8.47,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7706","SLSRVY_20170308_1_0271_1_01","SLSRVY_20170308_1_0271_1",22.4,16.8,9.21,8.54,0.5,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"7707","LXSRVY_20170309_1_0242_1_01","LXSRVY_20170309_1_0242_1",22.2,24.51,6.35,8.32,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7708","LXSRVY_20170309_1_0243_1_01","LXSRVY_20170309_1_0243_1",22.1,26.35,6.3,8.29,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7709","LXSRVY_20170309_1_0244_1_01","LXSRVY_20170309_1_0244_1",21.3,18.9,6.71,8.37,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7710","LXSRVY_20170309_1_0246_1_01","LXSRVY_20170309_1_0246_1",22.7,29.51,6.26,8.38,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7711","LXSRVY_20170309_1_0247_1_01","LXSRVY_20170309_1_0247_1",22.7,30.27,6.27,8.27,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7712","LXSRVY_20170309_1_0249_1_01","LXSRVY_20170309_1_0249_1",23.1,33.38,6.13,8.32,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7713","LXSRVY_20170927_1_0242_1_01","LXSRVY_20170927_1_0242_1",28.9,12.85,3.45,7.8,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7714","LXSRVY_20170927_1_0243_1_01","LXSRVY_20170927_1_0243_1",29,8.19,2.68,7.8,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7715","LXSRVY_20170927_1_0244_1_01","LXSRVY_20170927_1_0244_1",28.5,4.93,2.06,7.5,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7716","LXSRVY_20170927_1_0246_1_01","LXSRVY_20170927_1_0246_1",29.7,16.51,4.28,7.8,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7717","LXSRVY_20170927_1_0247_1_01","LXSRVY_20170927_1_0247_1",29.7,20.84,4.47,7.8,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7718","LXSRVY_20170927_1_0249_1_01","LXSRVY_20170927_1_0249_1",29.9,18.32,4.84,7.8,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7719","LXSRVY_20180307_1_0242_1_01","LXSRVY_20180307_1_0242_1",23,30.03,7.35,8.1,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7720","LXSRVY_20180307_1_0243_1_01","LXSRVY_20180307_1_0243_1",23.1,30.65,7.25,8.16,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7721","LXSRVY_20180307_1_0244_1_01","LXSRVY_20180307_1_0244_1",22.6,24.92,7.2,8.11,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7722","LXSRVY_20180307_1_0246_1_01","LXSRVY_20180307_1_0246_1",22.9,35.15,7.46,8.22,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7723","LXSRVY_20180307_1_0247_1_01","LXSRVY_20180307_1_0247_1",22.5,35.58,6.57,8.16,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7724","LXSRVY_20180307_1_0249_1_01","LXSRVY_20180307_1_0249_1",22.9,34.98,8.36,8.22,1,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7725","SLSRVY_20180307_1_0255_1_01","SLSRVY_20180307_1_0255_1",21,26.4,7.09,8.22,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7726","SLSRVY_20180307_1_0256_1_01","SLSRVY_20180307_1_0256_1",21.3,27.4,7.05,8.22,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"7727","SLSRVY_20180307_1_0257_1_01","SLSRVY_20180307_1_0257_1",21.4,27.62,6.71,8.23,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7728","SLSRVY_20180307_1_0261_1_01","SLSRVY_20180307_1_0261_1",21.1,22.82,7.59,8.29,1.1,NA,1.1,NA,NA,NA,NA,NA,NA,NA
"7729","SLSRVY_20180307_1_0262_1_01","SLSRVY_20180307_1_0262_1",21.1,23.19,7.54,8.26,1.25,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7730","SLSRVY_20180307_1_0264_1_01","SLSRVY_20180307_1_0264_1",21.6,26.27,6.08,8.14,1.25,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7731","SLSRVY_20180307_1_0269_1_01","SLSRVY_20180307_1_0269_1",21.4,22.67,7.6,8.2,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7732","SLSRVY_20180307_1_0270_1_01","SLSRVY_20180307_1_0270_1",21.5,23.78,7.41,8.18,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7733","SLSRVY_20180307_1_0271_1_01","SLSRVY_20180307_1_0271_1",21.9,20.67,7.14,8.15,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7734","CRSRVY_20180313_1_0230_1_01","CRSRVY_20180313_1_0230_1",17.9,21.95,8.25,8.02,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7735","CRSRVY_20180313_1_0231_1_01","CRSRVY_20180313_1_0231_1",17.5,26.31,7.99,8.12,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7736","CRSRVY_20180313_1_0232_1_01","CRSRVY_20180313_1_0232_1",19.5,27.75,7.73,8.15,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7737","CRSRVY_20180313_1_0233_1_01","CRSRVY_20180313_1_0233_1",19.6,29.31,8,8.2,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7738","CRSRVY_20180612_1_0231_1_01","CRSRVY_20180612_1_0231_1",29.1,2.83,8.71,8.22,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7739","CRSRVY_20180612_1_0232_1_01","CRSRVY_20180612_1_0232_1",30.3,20.06,5.82,8.13,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"7740","LXSRVY_20180912_1_0242_1_01","LXSRVY_20180912_1_0242_1",29,8.86,4.74,7.7,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7741","LXSRVY_20180912_1_0243_1_01","LXSRVY_20180912_1_0243_1",29.1,11.6,5.16,7.77,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7742","LXSRVY_20180912_1_0244_1_01","LXSRVY_20180912_1_0244_1",28.1,1.96,3.59,8.18,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7743","LXSRVY_20180912_1_0246_1_01","LXSRVY_20180912_1_0246_1",29.9,11.44,6.41,7.91,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"7744","LXSRVY_20180912_1_0247_1_01","LXSRVY_20180912_1_0247_1",29.4,23.77,5.65,7.88,0.7,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"7745","LXSRVY_20180912_1_0249_1_01","LXSRVY_20180912_1_0249_1",29.6,27.7,5.23,7.98,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"7746","SLSRVY_20180913_1_0255_1_01","SLSRVY_20180913_1_0255_1",29.6,5.66,5.37,7.84,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7747","SLSRVY_20180913_1_0256_1_01","SLSRVY_20180913_1_0256_1",29.5,5.99,3.86,7.88,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7748","SLSRVY_20180913_1_0257_1_01","SLSRVY_20180913_1_0257_1",29.8,4.3,5.34,7.94,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7749","SLSRVY_20180913_1_0261_1_01","SLSRVY_20180913_1_0261_1",30.2,2.83,7.83,8.15,1.25,NA,0.5,NA,NA,NA,NA,NA,NA,NA
