"OysterID","Date","Section","StationName","Station","ShellHeight","ShellLength","ShellWidth","TotalWeight","TarePanWeight","TissueWetWeight","ShellWetWeight","TissueDryWeight","ShellDryWeight"
"ABEC1901-07",2019-01-03,"E","Cat Point",11,70.9,57.53,32.3,NA,1.07,23.8,86.05,3.49,78.96
"ABEC1901-08",2019-01-03,"E","Cat Point",11,88.28,70.39,32.74,129.07,1.07,25.44,103.53,4.18,93.76
"ABEC1901-09",2019-01-03,"E","Cat Point",11,73.83,69.56,36.94,109.84,1.04,17.16,84.53,4.46,81.2
"ABEC1901-10",2019-01-03,"E","Cat Point",11,77.43,74.96,32.25,132.29,1.06,20.2,108.99,4.12,99.42
"ABEC1901-11",2019-01-03,"E","Cat Point",11,77.74,71.06,40.59,159.87,1.05,28.9,131.44,4.29,122.91
"ABEC1901-12",2019-01-03,"E","Cat Point",11,76.62,61.72,38.57,NA,1.05,30.58,121.5,4.32,115.18
"ABEC1901-13",2019-01-03,"E","Cat Point",11,87.23,74.21,43.96,189.74,1.05,27.58,157.78,5.22,143.66
"ABEC1901-14",2019-01-03,"E","Cat Point",11,56.41,44.01,22.96,NA,1.03,NA,33.09,2.14,30.72
"ABEC1901-15",2019-01-03,"E","Cat Point",11,54.09,56.61,25.56,NA,1.06,13.03,37.05,1.96,34.83
"ABEC1901-16",2019-01-03,"E","Cat Point",11,65.09,46.62,30.66,67.99,1.03,9.94,57.89,2.42,51.66
"ABEC1901-17",2019-01-03,"E","Cat Point",11,78.21,52.06,39.42,89.29,1.05,15.55,71.26,3.25,68.24
"ABEC1901-18",2019-01-03,"E","Cat Point",11,63.6,50.93,31.6,70.29,1.05,10.62,59.45,2.55,56.79
"ABEC1901-19",2019-01-03,"E","Cat Point",11,72.82,60.67,31.95,105.57,1.06,14.51,85.94,3.27,81.92
"ABEC1901-20",2019-01-03,"E","Cat Point",11,76.85,57.55,33.38,99.96,1.07,12.83,80.86,3.02,74.18
"ABEC1901-21",2019-01-03,"E","Cat Point",11,63.5,48.4,24.25,55.4,1.05,8.07,43.42,2.13,40.87
"ABEC1901-22",2019-01-03,"E","Cat Point",11,78.95,57.62,41.05,141.49,1.07,21.27,113.29,4.06,103.59
"ABEC1901-23",2019-01-03,"E","Cat Point",11,87.34,69.27,35.11,199.93,1.06,26.17,164.61,4.84,156.9
"ABEC1901-24",2019-01-03,"E","Cat Point",11,64.67,44.86,25.93,44.85,1.05,7.76,37.65,2.15,33.99
"ABEC1901-25",2019-01-03,"E","Cat Point",11,63.1,47.96,25.97,47.37,1.03,9.63,36.17,2.44,33.73
"ABCC1901-01",2019-01-03,"C","Halfmoon",6,86.04,60.03,42.27,165.7,1.05,26.35,133.84,4.38,121.87
"ABCC1901-02",2019-01-03,"C","Halfmoon",6,74.23,57.06,36.7,122.25,1.05,14.59,104.6,2.77,100.62
"ABCC1901-03",2019-01-03,"C","Halfmoon",6,73.67,51.25,34.23,100.23,1.04,19.51,74.05,3.25,69.14
"ABCC1901-04",2019-01-03,"C","Halfmoon",6,51.92,40.62,27.8,42.86,1.06,9.62,32,2.02,29.76
"ABCC1901-05",2019-01-03,"C","Halfmoon",6,79.93,62.98,37.22,174.46,1.05,27.88,144.08,4.03,139.01
"ABCC1901-06",2019-01-03,"C","Halfmoon",6,105.37,75.59,50.94,318.1,1.07,37.33,269.9,5.73,255.8
"ABCC1901-07",2019-01-03,"C","Halfmoon",6,70.91,47.05,24.56,58.25,1.05,10.25,45.74,2.33,42.97
"ABCC1901-08",2019-01-03,"C","Halfmoon",6,63.82,51.82,32.6,86.44,1.06,14.88,67.21,2.17,63.3
"ABCC1901-09",2019-01-03,"C","Halfmoon",6,42.66,42.64,21.46,28.38,1.06,5.93,23.4,1.81,21.98
"ABCC1901-10",2019-01-03,"C","Halfmoon",6,69.32,54.28,37.32,115.65,1.06,15.45,97.85,2.94,93.78
"ABCC1901-11",2019-01-03,"C","Halfmoon",6,78.55,62.5,33.08,110.5,1.05,13.05,91.63,2.15,87.68
"ABCC1901-12",2019-01-03,"C","Halfmoon",6,102.51,67.85,46.71,216.3,1.05,36.97,162.38,5.85,149.96
"ABCC1901-13",2019-01-03,"C","Halfmoon",6,84.9,70.72,42.5,198.59,1.04,27.19,158.07,4.07,147.57
"ABCC1901-14",2019-01-03,"C","Halfmoon",6,76.14,67.33,38.58,167.06,1.05,23.8,135.96,4.22,130.2
"ABCC1901-15",2019-01-03,"C","Halfmoon",6,52.33,41.75,26.06,38.43,1.05,7.06,30.87,1.98,29.16
"ABCC1901-16",2019-01-03,"C","Halfmoon",6,46.61,36.15,26.22,34.62,1.05,5,29.1,1.62,27.15
"ABCC1901-17",2019-01-03,"C","Halfmoon",6,53.5,43.9,30.54,42.87,1.06,8.97,32.45,2.24,30.4
"ABCC1901-18",2019-01-03,"C","Halfmoon",6,86.26,73.6,35.95,167.94,1.02,24,135.95,3.98,128.14
"ABCC1901-19",2019-01-03,"C","Halfmoon",6,88.54,63.74,44.2,173.95,1.03,24.3,142.98,4.11,136.72
"ABCC1901-20",2019-01-03,"C","Halfmoon",6,84.12,58.41,32.98,141.92,1.04,15.24,121.52,3.07,117.37
"ABCC1901-21",2019-01-03,"C","Halfmoon",6,88.72,57.22,27.13,133.42,1.04,19.86,109.84,3.34,105.68
"ABCC1901-22",2019-01-03,"C","Halfmoon",6,76.37,49.48,23.26,97.89,1.05,15.3,80.11,3.03,75.02
"ABCC1901-23",2019-01-03,"C","Halfmoon",6,80.55,60.62,30.98,119.41,1.04,16.16,98.16,3.25,92.45
"ABCC1901-24",2019-01-03,"C","Halfmoon",6,80.15,50.35,31.86,95.77,1.05,14.23,78.48,2.84,73.18
"ABCC1901-25",2019-01-03,"C","Halfmoon",6,58.43,45.19,27,52.73,1.05,8.84,42.63,2.13,41.05
"ABEC1812-01",2018-12-04,"E","Cat Point",11,77.17,65.98,34.3,131.43,2.27,16.41,108.95,3.8,101.4
"ABEC1812-02",2018-12-04,"E","Cat Point",11,73.37,53.6,33.79,116.33,2.27,16.11,99.22,4.24,92.53
"ABEC1812-03",2018-12-04,"E","Cat Point",11,62.1,61.09,30.8,91.67,2.3,17.02,74.35,4.52,70.86
"ABEC1812-04",2018-12-04,"E","Cat Point",11,55.93,51.19,27.54,56.28,2.33,13.12,41.76,3.87,38.87
"ABEC1812-05",2018-12-04,"E","Cat Point",11,71.61,63.77,33.15,116.24,2.26,18.99,94.16,4.15,85.92
"ABEC1812-06",2018-12-04,"E","Cat Point",11,70.02,68.71,34.48,121.54,2.27,19.6,100.96,4.66,96.14
"ABEC1812-07",2018-12-04,"E","Cat Point",11,49.13,43.69,17.61,34.03,2.28,7.96,26.72,3.19,25.88
"ABEC1812-08",2018-12-04,"E","Cat Point",11,45.42,57.51,20.32,27.8,2.26,8.57,19.85,3.26,18.79
"ABEC1812-09",2018-12-04,"E","Cat Point",11,64.56,55.87,30.34,86.99,2.25,13.64,69.2,4.01,65.91
"ABEC1812-10",2018-12-04,"E","Cat Point",11,72.22,70.84,37.08,177.33,2.3,23.53,151.5,5.33,143.01
"ABEC1812-11",2018-12-04,"E","Cat Point",11,60.29,59.24,28.18,80.62,2.26,11.98,66.59,3.91,61.58
"ABEC1812-12",2018-12-04,"E","Cat Point",11,87.59,69.62,35.93,174.9,2.29,30.09,142.09,6.48,133.15
"ABEC1812-13",2018-12-04,"E","Cat Point",11,80.07,76.24,41.8,190.3,2.29,27.79,156.75,5.87,145.44
"ABEC1812-14",2018-12-04,"E","Cat Point",11,63.48,51.19,26.66,63.13,2.25,9.98,50.03,3.49,48.98
"ABEC1812-15",2018-12-04,"E","Cat Point",11,73.39,67.49,32.21,132.81,2.25,20.51,111.91,4.85,104.51
"ABEC1812-16",2018-12-04,"E","Cat Point",11,73.13,67.11,36.01,126.31,2.32,24.45,101,5.65,88.27
"ABEC1812-17",2018-12-04,"E","Cat Point",11,75.47,63.02,37.78,145.16,2.26,33.29,107.92,6.49,98.14
"ABEC1812-18",2018-12-04,"E","Cat Point",11,51.04,50.08,21.19,30.32,2.3,7.87,21.82,3.02,20.74
"ABEC1812-19",2018-12-04,"E","Cat Point",11,79.14,56.76,37.27,126.05,2.31,19.69,104,4.83,97.68
"ABEC1812-20",2018-12-04,"E","Cat Point",11,53.03,47.7,20.27,35.31,2.26,6.47,26.78,2.87,26.02
"ABEC1812-21",2018-12-04,"E","Cat Point",11,61.71,53.59,28.86,77.37,2.28,11.16,65.14,3.54,59.05
"ABEC1812-22",2018-12-04,"E","Cat Point",11,72.44,60.52,31.29,107.66,2.25,16.28,89.63,4.47,82.25
"ABEC1812-23",2018-12-04,"E","Cat Point",11,51.59,44.83,19.04,34.35,2.28,7.39,27.94,3.08,26.51
"ABEC1812-24",2018-12-04,"E","Cat Point",11,49.11,40.94,22.54,32.97,2.26,7.09,27.15,3,25.87
"ABEC1812-25",2018-12-04,"E","Cat Point",11,81.86,73.42,36.88,167.04,2.27,25.53,140.13,5.65,134.43
"ABCC1812-01",2018-12-04,"C","Halfmoon",6,70.43,57.86,35.3,118.59,2.27,14.85,97.33,4.53,93.58
"ABCC1812-02",2018-12-04,"C","Halfmoon",6,80.15,56.33,40.34,154.49,2.29,23.46,126.95,4.25,120.57
"ABCC1812-03",2018-12-04,"C","Halfmoon",6,83.43,56.96,37.89,169.64,2.33,20.02,143.86,4.69,137.86
"ABCC1812-04",2018-12-04,"C","Halfmoon",6,87.98,68.67,39.7,187.37,2.26,28.53,155.45,5.67,149.66
"ABCC1812-05",2018-12-04,"C","Halfmoon",6,92.23,73.75,30.97,124.58,2.35,31.47,83.85,5.76,75.42
"ABCC1812-06",2018-12-04,"C","Halfmoon",6,83.84,68.55,40.34,161.09,2.27,34.94,126.44,5.56,117.42
"ABCC1812-07",2018-12-04,"C","Halfmoon",6,91.84,65.72,40.49,203.17,2.27,22.55,173.79,4.71,160.93
"ABCC1812-08",2018-12-04,"C","Halfmoon",6,95.08,70.7,30.45,118.09,2.29,26.93,86.41,4.34,79.02
"ABCC1812-09",2018-12-04,"C","Halfmoon",6,89.71,64.4,38.41,169.67,2.24,24.84,135.02,4.91,130.42
"ABCC1812-10",2018-12-04,"C","Halfmoon",6,84.34,60.32,31.89,130.01,2.23,25.62,100.27,4.44,97.28
"ABCC1812-11",2018-12-04,"C","Halfmoon",6,115.74,59.85,30.55,155.11,2.31,23.13,116.72,4.14,106.31
"ABCC1812-12",2018-12-04,"C","Halfmoon",6,112.15,71.08,37.1,268.1,2.27,30.25,218.25,6.03,205.93
"ABCC1812-13",2018-12-04,"C","Halfmoon",6,76.33,53.64,34.21,74.25,2.27,17.56,52.78,4.24,48.55
"ABCC1812-14",2018-12-04,"C","Halfmoon",6,78.72,44.8,26.08,53.33,2.32,13.76,41.86,4.23,38.28
"ABCC1812-15",2018-12-04,"C","Halfmoon",6,82.82,66.45,32.61,113.18,2.23,16.91,89.88,4.39,83.94
"ABCC1812-16",2018-12-04,"C","Halfmoon",6,81.53,51.4,36.54,88.95,2.29,16.28,68.63,4.42,63.98
"ABCC1812-17",2018-12-04,"C","Halfmoon",6,91.68,64.65,29.21,162.15,2.26,20.74,133.73,5.09,127.82
"ABCC1812-18",2018-12-04,"C","Halfmoon",6,100.65,66.07,30.41,148.88,2.3,25.65,109.14,5.21,100.68
"ABCC1812-19",2018-12-04,"C","Halfmoon",6,98.06,55.66,32.88,126.12,2.26,23.53,95.74,5.03,87.49
"ABCC1812-20",2018-12-04,"C","Halfmoon",6,80.64,63.1,40.11,173.73,2.25,19.38,147.23,4.57,139.52
"ABCC1812-21",2018-12-04,"C","Halfmoon",6,70.67,44.24,25.75,50.59,2.28,13.04,35.56,3.54,32.02
"ABCC1812-22",2018-12-04,"C","Halfmoon",6,78.14,55.19,38.8,129.82,2.29,23.29,98.38,4.39,92.95
"ABCC1812-23",2018-12-04,"C","Halfmoon",6,97.23,48.34,25.18,100.81,2.32,18.03,76.9,3.68,68.96
"ABCC1812-24",2018-12-04,"C","Halfmoon",6,97.87,57.86,36.26,174.72,2.26,28.08,134.82,5.18,126.84
"ABCC1812-25",2018-12-04,"C","Halfmoon",6,94.52,67.4,32.13,137.21,2.3,23.33,103.03,3.83,96.43
"ABEC1811-01",2018-11-09,"E","Cat Point",11,59.86,43.09,27.66,46.65,2.3,5.52,39.68,2.88,36.63
"ABEC1811-02",2018-11-09,"E","Cat Point",11,48.6,45.74,26.17,43.5,2.31,5.81,35.81,2.82,34.3
"ABEC1811-03",2018-11-09,"E","Cat Point",11,52.1,41.6,19.33,29.73,2.25,6.34,23.17,3.12,21.96
"ABEC1811-04",2018-11-09,"E","Cat Point",11,53.58,45.46,22.09,46.79,2.31,5.94,40.69,3.1,39.75
"ABEC1811-05",2018-11-09,"E","Cat Point",11,66.73,44.94,33.31,73.92,2.3,8.46,63.61,3.5,60.89
"ABEC1811-06",2018-11-09,"E","Cat Point",11,65.37,58.45,28.57,93.82,2.27,9.68,81.89,3.71,76.37
"ABEC1811-07",2018-11-09,"E","Cat Point",11,75.54,58.94,33.82,113.9,2.28,12.13,99.03,4.08,93.63
"ABEC1811-08",2018-11-09,"E","Cat Point",11,46.02,44.01,22.74,26.41,2.35,6.5,19.93,3.24,18.2
"ABEC1811-09",2018-11-09,"E","Cat Point",11,59.77,46.58,23.24,49.38,2.29,7.12,40.92,3.25,38.34
"ABEC1811-10",2018-11-09,"E","Cat Point",11,62.22,48.55,30.47,68.88,2.28,8.79,58.18,3.67,56.25
"ABEC1811-11",2018-11-09,"E","Cat Point",11,48.72,48.21,21.28,40.6,2.29,5.59,35.26,2.98,33.87
"ABEC1811-12",2018-11-09,"E","Cat Point",11,64.2,49.92,31.52,78.93,2.2,10.39,66.76,3.86,64.92
"ABEC1811-13",2018-11-09,"E","Cat Point",11,60.97,43.56,21.09,36.98,2.32,6.68,30.47,3.01,29.19
"ABEC1811-14",2018-11-09,"E","Cat Point",11,61.72,45.06,24.56,48.85,2.31,6.72,41.38,3.19,40.16
"ABEC1811-15",2018-11-09,"E","Cat Point",11,55.19,46.5,22.83,39.85,2.26,5.68,34.14,2.96,32.88
"ABEC1811-16",2018-11-09,"E","Cat Point",11,57.99,52.41,31.53,65.23,2.27,9.83,53.99,3.9,51.32
"ABEC1811-17",2018-11-09,"E","Cat Point",11,51.53,31.73,21.2,24.33,2.28,4.98,19.68,2.86,18.74
"ABEC1811-18",2018-11-09,"E","Cat Point",11,72.99,65.26,33.6,120.47,2.27,16.13,99.71,4.4,91.71
"ABEC1811-19",2018-11-09,"E","Cat Point",11,54.03,41.3,24.09,37.36,2.34,8.03,29.93,3.41,28.08
"ABEC1811-20",2018-11-09,"E","Cat Point",11,67.66,51.27,24.48,53.45,2.29,9.46,43.21,3.39,41.58
"ABEC1811-21",2018-11-09,"E","Cat Point",11,54.79,41.88,28.32,41.16,2.27,7.79,33.45,3.43,31.76
"ABEC1811-22",2018-11-09,"E","Cat Point",11,77.36,60.59,34.68,118.18,2.31,17.27,93.65,4.38,90.5
"ABEC1811-23",2018-11-09,"E","Cat Point",11,54.97,47.12,20.03,40.24,2.29,6.45,33.88,3.14,32.2
"ABEC1811-24",2018-11-09,"E","Cat Point",11,56.31,46,23.41,53.48,2.36,8.8,45,3.7,43.83
"ABEC1811-25",2018-11-09,"E","Cat Point",11,74.25,59,40.12,136.22,2.31,19.28,110.97,5.18,103.37
"ABCC1811-01",2018-11-09,"C","Halfmoon",6,87.05,70.27,44.43,197.07,2.31,22.22,160.94,4.98,149.48
"ABCC1811-02",2018-11-09,"C","Halfmoon",6,85.8,60.98,32.46,146.56,2.26,15.17,121.63,4.26,115.36
"ABCC1811-03",2018-11-09,"C","Halfmoon",6,82.65,55.79,42.42,145.91,2.29,15.56,123.64,4.23,119.09
"ABCC1811-04",2018-11-09,"C","Halfmoon",6,108.65,55.5,32.37,166.35,2.25,20.72,118.69,4.97,116.88
"ABCC1811-05",2018-11-09,"C","Halfmoon",6,85.91,62.68,43.64,154.56,2.29,22.45,120.54,5.36,110.78
"ABCC1811-06",2018-11-09,"C","Halfmoon",6,86.77,64.37,38.09,146.05,2.24,18.88,120.28,4.69,114.23
"ABCC1811-07",2018-11-09,"C","Halfmoon",6,95.91,61.89,49.82,233.57,2.31,35.06,200.53,6.01,184.75
"ABCC1811-08",2018-11-09,"C","Halfmoon",6,70.87,56.88,38.73,96.91,2.32,15.28,81.17,4.26,75.79
"ABCC1811-09",2018-11-09,"C","Halfmoon",6,58.36,38.18,31.62,NA,2.26,9.6,41.58,3.35,32.31
"ABCC1811-10",2018-11-09,"C","Halfmoon",6,96.21,68.75,39.28,171.95,2.28,31.22,129.91,6.96,123.2
"ABCC1811-11",2018-11-09,"C","Halfmoon",6,86.11,70.54,33.1,171.51,2.26,30.41,135.26,5.86,125.48
"ABCC1811-12",2018-11-09,"C","Halfmoon",6,60.57,51.49,33.15,64.41,2.32,14.24,47.3,4.28,43.48
"ABCC1811-13",2018-11-09,"C","Halfmoon",6,101.7,75.28,51.09,NA,2.31,28.57,NA,5.43,NA
"ABCC1811-14",2018-11-09,"C","Halfmoon",6,61.54,42.03,27.75,57.86,2.3,10.52,45.66,3.73,41.61
"ABCC1811-15",2018-11-09,"C","Halfmoon",6,98.99,55.88,35.06,156.68,2.3,27.45,116.56,5.27,108.36
"ABCC1811-16",2018-11-09,"C","Halfmoon",6,103.47,57.72,44.94,270.34,2.29,24.48,222.1,5.27,209.59
"ABCC1811-17",2018-11-09,"C","Halfmoon",6,76.99,60.2,33.46,132.22,2.27,15.85,113.46,3.81,108.8
"ABCC1811-18",2018-11-09,"C","Halfmoon",6,76.13,58.38,33.32,121.61,2.24,15.38,96.33,4.42,89.88
"ABCC1811-19",2018-11-09,"C","Halfmoon",6,80.9,59.07,38.63,145.28,2.33,19.59,117.05,4.57,110.79
"ABCC1811-20",2018-11-09,"C","Halfmoon",6,88.56,59.92,45.04,156.94,2.28,22.77,120.69,5.3,111.55
"ABEC1810-01",2018-10-04,"E","Cat Point",11,75.58,68.01,39.85,154.52,1.03,8.9,131.66,2.36,119.72
"ABEC1810-02",2018-10-04,"E","Cat Point",11,51,31.59,19.94,26.01,1.01,3.69,20.73,1.51,18.64
"ABEC1810-03",2018-10-04,"E","Cat Point",11,76.39,64.95,26.38,111.36,1.02,8.95,93.22,2.07,87.44
"ABEC1810-04",2018-10-04,"E","Cat Point",11,51.8,38.55,23.65,33.65,1,3.51,28.26,1.44,26.5
"ABEC1810-05",2018-10-04,"E","Cat Point",11,68.86,45.33,26.2,51.67,1,5.14,41.67,1.71,38.22
"ABEC1810-06",2018-10-04,"E","Cat Point",11,78.81,63.47,29.26,120.97,1,9.84,101.52,2.2,94.23
"ABEC1810-07",2018-10-04,"E","Cat Point",11,46.1,35.74,20.1,22.44,1.01,3,18.06,1.35,16.66
"ABEC1810-08",2018-10-04,"E","Cat Point",11,91.41,72.73,31.05,166.29,1.02,14.04,133.41,3.36,125.46
"ABEC1810-09",2018-10-04,"E","Cat Point",11,56.83,41.93,22.54,43.34,1.01,4.92,36,1.64,34.93
"ABEC1810-10",2018-10-04,"E","Cat Point",11,67.22,59.44,31.05,93.37,1.02,9.62,72.13,2.18,68.34
"ABEC1810-11",2018-10-04,"E","Cat Point",11,47.75,48.21,20.04,36.06,1.01,5.25,29.24,1.74,28.49
"ABEC1810-12",2018-10-04,"E","Cat Point",11,78.13,70.65,34.29,147,1.01,11.45,120.31,2.46,113.23
"ABEC1810-13",2018-10-04,"E","Cat Point",11,55.87,49.8,20.61,42.53,1.01,4.95,38.56,1.68,36.47
"ABEC1810-14",2018-10-04,"E","Cat Point",11,79.32,68.07,34.97,147.28,1.01,11.2,118.42,2.37,113.58
"ABEC1810-15",2018-10-04,"E","Cat Point",11,54.91,49.81,21.5,49.51,1.02,4.81,40.78,1.69,39.84
"ABEC1810-16",2018-10-04,"E","Cat Point",11,60.08,47.77,26.07,54.55,1.02,4.79,47.7,1.67,46.87
"ABEC1810-17",2018-10-04,"E","Cat Point",11,53.35,36.41,19.15,36.05,1.01,4.31,28.4,1.64,27.68
"ABEC1810-18",2018-10-04,"E","Cat Point",11,63.4,57.68,30.65,87.78,1.02,6.81,73.18,2,69.44
"ABEC1810-19",2018-10-04,"E","Cat Point",11,64.07,40.52,29.71,52.9,1.02,5.31,44.5,1.81,43.29
"ABEC1810-20",2018-10-04,"E","Cat Point",11,47.52,38.19,21.2,30.41,1.02,3.13,25.86,1.37,24.76
"ABEC1810-21",2018-10-04,"E","Cat Point",11,48.37,37.09,22.82,24.08,1.02,3.78,18.77,1.46,17.33
"ABEC1810-22",2018-10-04,"E","Cat Point",11,69.35,65.73,30.58,122.75,1,12.38,99.43,2.47,89.82
"ABEC1810-23",2018-10-04,"E","Cat Point",11,54.86,38,24.88,26.47,1.02,4.36,22.1,1.49,21.14
"ABEC1810-24",2018-10-04,"E","Cat Point",11,66.62,59.29,27.34,78.89,1.02,6.71,64.31,1.82,62.4
"ABEC1810-25",2018-10-04,"E","Cat Point",11,47.36,41.43,18.95,20,0.99,3.84,14.52,1.36,13.76
"ABCC1810-01",2018-10-04,"C","Halfmoon",6,75.01,58.36,37.48,120.83,1.02,13.62,92.76,2.53,88.86
"ABCC1810-02",2018-10-04,"C","Halfmoon",6,84.59,60.41,32.32,138.42,1.01,16.36,104.75,2.94,99.68
"ABCC1810-03",2018-10-04,"C","Halfmoon",6,71.68,59.26,37.72,127.72,1.01,12.71,102.77,2.32,99.69
"ABCC1810-04",2018-10-04,"C","Halfmoon",6,78.28,54.87,37.24,115.31,1.02,17.69,84.9,2.69,80.78
"ABCC1810-05",2018-10-04,"C","Halfmoon",6,75.52,58.32,34.83,94.46,1.02,14.63,73.59,2.77,69.71
"ABCC1810-06",2018-10-04,"C","Halfmoon",6,79.41,54.83,39.63,136.68,1.02,14.18,110.67,2.8,105.71
"ABCC1810-07",2018-10-04,"C","Halfmoon",6,81.25,66.26,37.72,154.61,1.02,17.85,124.31,2.53,120.54
"ABCC1810-08",2018-10-04,"C","Halfmoon",6,72.06,58.51,32.19,102.88,1.01,11.95,82.23,2.53,79
"ABCC1810-09",2018-10-04,"C","Halfmoon",6,79.46,52.43,35.18,133.6,1.01,14.59,113.3,2.71,108
"ABCC1810-10",2018-10-04,"C","Halfmoon",6,81.9,64.1,32.3,120.74,1.02,14.72,91.63,2.74,88.4
"ABCC1810-11",2018-10-04,"C","Halfmoon",6,77.57,62.37,38.61,139.28,1.02,16.29,116.7,2.87,113.78
"ABCC1810-12",2018-10-04,"C","Halfmoon",6,83.55,65.13,38.66,145.14,1.01,9.52,120.8,1.94,115.88
"ABCC1810-13",2018-10-04,"C","Halfmoon",6,76.23,56.17,36.11,93.96,1.02,15.98,66.56,2.62,62.95
"ABCC1810-14",2018-10-04,"C","Halfmoon",6,85.26,65.41,37.48,150.09,1.02,17.33,115.24,2.73,111.95
"ABCC1810-15",2018-10-04,"C","Halfmoon",6,50.96,40.63,24.63,29.65,1.02,5.96,22.45,1.74,21.48
"ABCC1810-16",2018-10-04,"C","Halfmoon",6,91.59,59.17,42.86,141.81,1.03,13.82,109.97,2.64,106.76
"ABCC1810-17",2018-10-04,"C","Halfmoon",6,57.46,48.23,24.73,46.68,1.01,8.64,35.19,2.11,32.99
"ABCC1810-18",2018-10-04,"C","Halfmoon",6,74.85,53.97,32.93,106.75,1.04,18.02,82.94,3.02,78.64
"ABCC1810-19",2018-10-04,"C","Halfmoon",6,100.96,73.82,46.44,239.3,1.03,14.01,208.35,2.59,197.97
"ABCC1810-20",2018-10-04,"C","Halfmoon",6,92.55,61.78,45.98,226,1.03,19.68,183.77,3.34,176.08
"ABCC1810-21",2018-10-04,"C","Halfmoon",6,83.44,67.5,34.22,145.59,1.04,12.06,117.17,2.62,112.74
"ABCC1810-22",2018-10-04,"C","Halfmoon",6,51.78,42.84,17,24.56,1.02,4.12,18.14,1.6,17.2
"ABCC1810-23",2018-10-04,"C","Halfmoon",6,50.05,41.82,18,28.67,1.02,3.89,21.6,1.57,20.71
"ABCC1810-24",2018-10-04,"C","Halfmoon",6,75.18,50.02,35.45,95.05,1.01,12.79,74.4,2.73,69.55
"ABCC1810-25",2018-10-04,"C","Halfmoon",6,87.98,63.64,41.31,164.97,1.02,9.63,125.87,1.77,117.59
"ABWC1809-01",2018-09-06,"W","Cabbage Top",2,89.78,67.68,40.51,195.2,1.02,18.19,155.03,2.36,141.36
"ABWC1809-02",2018-09-06,"W","Cabbage Top",2,66.73,60.32,35.61,101.3,1,8.71,88.7,1.9,83.8
"ABWC1809-03",2018-09-06,"W","Cabbage Top",2,84.72,66.25,44,188.27,1,25.89,139.23,2.7,123.32
"ABWC1809-04",2018-09-06,"W","Cabbage Top",2,95.85,79.08,44.67,229.3,1.01,28.3,179.61,3.12,168.1
"ABWC1809-05",2018-09-06,"W","Cabbage Top",2,75.42,66.04,35.18,138.55,1,10.34,116.25,2.06,111.13
"ABEC1809-01",2018-09-06,"E","Cat Point",11,64.83,64.83,34.77,100.37,1.03,7.15,81.61,1.88,74.15
"ABEC1809-02",2018-09-06,"E","Cat Point",11,60,58.14,28.99,87.93,1.03,6.26,70.34,1.83,65.2
"ABEC1809-03",2018-09-06,"E","Cat Point",11,52.15,44,24.48,47.75,1.02,4.38,40.53,1.56,38.83
"ABEC1809-04",2018-09-06,"E","Cat Point",11,66.55,54.19,30.37,73.96,1.02,6.4,59.09,1.81,52.32
"ABEC1809-05",2018-09-06,"E","Cat Point",11,62.8,51.45,24.2,66.67,1.02,5.03,59.96,1.68,58.14
"ABEC1809-06",2018-09-06,"E","Cat Point",11,68.19,64.5,37.4,110.04,1.03,7.4,91.62,1.94,84.56
"ABEC1809-07",2018-09-06,"E","Cat Point",11,66.26,56.78,33.22,94.85,1.02,7.78,77.8,1.98,69.61
"ABEC1809-08",2018-09-06,"E","Cat Point",11,80.01,62.34,27.91,87.03,1.01,7.83,68.87,1.96,63.77
"ABEC1809-09",2018-09-06,"E","Cat Point",11,70.24,57.71,29.76,105,1.02,6.33,89.18,1.83,87.11
"ABEC1809-10",2018-09-06,"E","Cat Point",11,72.49,57.71,42.14,122.22,1,8.82,93.98,2.03,84.15
"ABEC1809-11",2018-09-06,"E","Cat Point",11,82.07,65.69,34.62,148.51,1.02,9.03,124.49,2.09,119.09
"ABEC1809-12",2018-09-06,"E","Cat Point",11,75.05,69.32,32.51,108.71,1.01,11.11,85.03,2.33,78.55
"ABEC1809-13",2018-09-06,"E","Cat Point",11,81.43,69.23,32.62,148,1.01,11.7,118.38,2.5,114.14
"ABEC1809-14",2018-09-06,"E","Cat Point",11,83.09,68.89,38.78,139.72,1.02,9.46,107.94,2.1,91.37
"ABEC1809-15",2018-09-06,"E","Cat Point",11,69.47,70.55,33.78,115.36,1.02,12.87,95.66,2.23,87.44
"ABEC1809-16",2018-09-06,"E","Cat Point",11,85.13,69.11,34.13,145.11,1.01,13.71,118.42,2.37,107.12
"ABEC1809-17",2018-09-06,"E","Cat Point",11,87.5,74.26,33.82,156.61,1,8.59,142.89,2.15,133.55
"ABEC1809-18",2018-09-06,"E","Cat Point",11,57.3,49.54,21.09,46.91,1,4.78,37.75,1.49,36.63
"ABEC1809-19",2018-09-06,"E","Cat Point",11,72.81,63.63,33.71,93.92,0.99,13.54,67.63,2.09,59.36
"ABEC1809-20",2018-09-06,"E","Cat Point",11,52.02,32.69,18.95,29.2,0.99,3.42,24.38,1.45,22.9
"ABEC1809-21",2018-09-06,"E","Cat Point",11,56.65,48.67,22.03,49.66,1.01,4.92,40.44,1.58,38.97
"ABEC1809-22",2018-09-06,"E","Cat Point",11,67.89,56.55,33.07,93.31,1.01,9.62,72.93,2.11,66.44
"ABEC1809-23",2018-09-06,"E","Cat Point",11,76.24,65.66,34.03,129.04,1,10.97,109.22,2.17,102.08
